region_id,la,region,acc,name,address,contact,email,or,rate,perf,no,,perf_model
13,,XII,,MEDZONE DIAGNOSTIC CENTER,"DELING'S BUILDING, J. CATOLICO SR. AVENUE, BRGY LAGAO, GENERAL SANTOS CITY, SOUTH COTABATO",09097273357 / 083-552-5797,medzonediagnosticcenter2019@gmail.com,5070246,0,EXCELLENT,WMTL-PT-22-12101,,E
13,,XII,,METRO KIDAPAWAN WATER DISTRICT,"NATIONAL HIGHWAY, BRGY LANAO, KIDAPAWAN CITY, COTABATO",09338507484 / (064) 577-1865,mkwdlab@gmail.com,5073237,1,HIGHLY SATISFACTORY,WMTL-PT-22-12102,,HS
13,,XII,,SOUTH COTABATO PROVINCIAL HOSPITAL,"AGUINALDO ST, CITY OF KORONADAL, SOUTH COTABATO",09173256396 / 083-228-3206,scphlab18@gmail.com,4920518,1,HIGHLY SATISFACTORY,WMTL-PT-22-12103,,HS
13,,XII,,USM-CAS BIODEPT. WATER TESTING LABORATORY,"BAI MATABAY PLANG AVENUE, POBLACION, NORTH COTABATO",9438967072,usmwaterlab@gmail.com,5137931,2,ACCEPTABLE,WMTL-PT-22-12104,,A
17,,XIII,,AGUSAN DEL NORTE PROVINCIAL HOSPITAL,"VILLAGE 2., LIBERTAD, BUTUAN, AGUSAN DEL NORTE",9304520792,adnphlaboratory@gmail.com,5073248,0,EXCELLENT,WMTL-PT-22-13105,,E
17,,XIII,,BUTUAN CITY WATER DISTRICT LABORATORY,"GOV. JOSE A. ROSALES AVENUE, BUTUAN CITY, AGUSAN DEL NORTE",09171331033 / (085) 342-3145,rockyroadpatrick@yahoo.com,5105592,2,ACCEPTABLE,WMTL-PT-22-13106,,A
17,,XIII,,D.O. PLAZA MEMORIAL HOSPITAL,"P-2 PATIN-AY, PROSPERIDAD, AGUSAN DEL SUR",9218095281,dopmhclinlab22@gmail.com,5094539,0,EXCELLENT,WMTL-PT-22-13107,,E
17,,XIII,,SAN FRANCISCO WATER DISTRICT LABORATORY,"OSMENA, SAN FRANCISCO, AGUSAN DEL SUR",09516821278 / (085) 303 6120 / 839-0457,sanfranzwd@yahoo.com,5070568,0,EXCELLENT,WMTL-PT-22-13108,,E
14,,NCR,,"A1 WATER TESTING LABORATORY, INC. ","28 DR. SIXTO AVENUE, KAPASIGAN",9055266004,rmyrna36@yahoo.com,4919067,0,EXCELLENT,WMTL-PT-22-NCR109,,E
14,,NCR,,ACA WATER ANALYSIS AND LABORATORY SERVICES INC.,"46 SCOUT CHUATOCO, QUEZON CITY, METRO MANILA",09273390210 / 7900 6583,"acalab0918@gmail,com",5063285,2,ACCEPTABLE,WMTL-PT-22-NCR110,,A
14,,NCR,,AERONICS INCORPORATED,"19 ASHLEY ST., NORTH FAIRVIEW PARK SUBDIVISION, NORTH FAIRVIEW, QUEZON CITY",9209548792,"aeronicsmain@gmail,com",5005909,0,EXCELLENT,WMTL-PT-22-NCR111,,E
14,,NCR,,ANALYTIKA LABORATORY,"UNIT 104 LE GRAN CONDOMINIUM 45 ESENHOWER ST. GREENHILLS, SAN JUAN,  METRO MANILA",9273992460,info@analytikalabph.com,5260778,1,HIGHLY SATISFACTORY,WMTL-PT-22-NCR112,,HS
14,,NCR,,AQUA LAB CENTER - MAYON,"UNIT 5 & 10 DD1 BLDG, DEL MONTE AVENUE COR. MAYON ST. BRGY MAHARLIKA, QUEZON CITY",09437014741 / 09431374004 / (02) 8742-4743 / (02) 8742-4745 / (02) 8354-0059,alcmayon@yahoo.com,5005671,2,ACCEPTABLE,WMTL-PT-22-NCR113,,A
14,,NCR,,BOYER ENVIRONMENTAL WATER TESTING LABORATORY,"2ND FLOOR, JP TUASON BLDG. SAN VICENTE FERRER COR. STA LUCIA ST, SAN ANTONIO VALLEY 1, PARANAQUE",(02) 7799-8451,bewtl.2014@gmail.com,5056758,0,EXCELLENT,WMTL-PT-22-NCR114,,E
14,,NCR,,CHEMPRO ANALYTICAL SERVICES LABORATORIES INC.,"P1 BUILDING, 131-135 SHAW BOULEVARD, BRGY. ORANBO",9173026285,chemprolaboratories@gmail.com,5034738,0,EXCELLENT,WMTL-PT-22-NCR115,,E
14,,NCR,,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,"286 BLUMENTRITT ROAD, STA CRUZ, MANILA",87114141 loc. 374,cgh_clinicalpathology@yahoo.com,5071495,0,EXCELLENT,WMTL-PT-22-NCR116,,E
14,,NCR,,CITY GOVERNMENT OF MAKATI - WATER BACTERIOLOGICAL LABORATORY,"BUILDING 1, 7TH FLOOR, JP RIZAL, MAKATI CITY, NCR",8870-1608,waterlabmhd@gmail.com,5047514,0,EXCELLENT,WMTL-PT-22-NCR117,,E
14,,NCR,,CJK AIR AND WATER TESTING LABORATORY,99-C JUDGE JUAN LUNA SAN ANTONIO,9196045063,airwaterlab07@yahoo.com.ph,5007929,0,EXCELLENT,WMTL-PT-22-NCR118,,E
14,,NCR,,"COTECNA ELITE PHILIPPINES, INC.","94-B NEW WEALTH PROPERTIES ELECTRONICS ROAD, FTI COMPLEX, WESTERN BICUTAN, TAGUIG",09950805442 / 8838-8519,jane.amarille@cotecna.com.ph,5105065,0,EXCELLENT,WMTL-PT-22-NCR119,,E
14,,NCR,,"DEPARTMENT OF MEDICAL MICROBIOLOGY COLLEGE OF PUBLIC HEALTH, UP MANILA",625 PEDRO GIL ST. ERMITA,09178511362 / 09255243941,dmmcph.upmanila@gmail.com,5005786,0,EXCELLENT,WMTL-PT-22-NCR120,,E
14,,NCR,,"ELARSI, INC.","UNIT 201-203 & 406 RIZALINA ANNEX BLDG. 1677 QUEZON AVENUE, QUEZON CITY",8927-7715 / 84415314,info@elarsi.com,5101741,0,EXCELLENT,WMTL-PT-22-NCR121,,E
14,,NCR,,EMINENT WATER LABORATORY CENTER (MAIN BRANCH),"347-F, A. BONIFACIO AVE. BRGY SAN JOSE",9331658046,jose_lim@eminentwater.com,5009324,0,EXCELLENT,WMTL-PT-22-NCR122,,E
14,,NCR,,ENVIRONMENTAL HEALTH LABORATORY SERVICES COOPERATIVE,50 HOLY SPIRIT DRIVE,9633635562,ehlsc1999@yahoo.com,4919080,0,EXCELLENT,WMTL-PT-22-NCR123,,E
14,,NCR,,F.A.S.T. LABORATORIES CUBAO,62 20TH AVENUE,09175626286 / 8913-0240,vangevaldez.fastlaboratories@gmail.com / micro.fastcubao@gmail.com,5012269,0,EXCELLENT,WMTL-PT-22-NCR124,,E
14,,NCR,,GREYSTONE BIOCHEM LABORATORIES INC.,148 N. DOMINGO ST. CUBAO,09051681108 / 8727-6474,info@greystonebiochem.com,5005899,0,EXCELLENT,WMTL-PT-22-NCR125,,E
14,,NCR,,HIADVANCE PHILIPPINES INCORPORATED,"UNIT 5, 6, & 7, 3F MEGA CENTER SAN ANTONIO ST. PASEO DE MAGALLANES",0939903679 / 09568055517 / 77294327 / 88548365,philippines@hiadvance.com,5049122,0,EXCELLENT,WMTL-PT-22-NCR126,,E
14,,NCR,,HOPE LOVE FAITH MEDICAL CLINIC AND LABORATORY INC.,"35-C WILLIAM BLDG., QUEZON AVE., LOURDES",8749-9589,hlf_laboratory@yahoo.com,4915073,0,EXCELLENT,WMTL-PT-22-NCR127,,E
14,,NCR,,HYDROLAB COMPANY,"UNIT 107-108 & 407 MNRI BLDG, MINDANAO AVE, BRGY TALIPAPA, ",02-84041065 / 09228931450 / 02-72159008 / 02-79591634,hydrolabcompany@gmail.com / laboratory.hydrolab@gmail.com,5006225,0,EXCELLENT,WMTL-PT-22-NCR128,,E
14,,NCR,,INTERTEK TESTING SERVICES PHILIPPINES INC,2307 CHINO ROCES AVENUE EXTENSION,09209527146 / 02-8819-841 loc. 401,glenn.alindog@intertek.com,5003891,1,HIGHLY SATISFACTORY,WMTL-PT-22-NCR129,,HS
14,,NCR,,JEROCAS RESEARCH LABORATORY SERVICES,"14 DON ANTONIO ST. VILLA BEATRIZ, OLD BALARA, QUEZON CITY",09178307673 / 82821574,jerocas.inc@gmail.com,5072202,0,EXCELLENT,WMTL-PT-22-NCR130,,E
14,,NCR,,"LABNET DIAGNOSTIC AND MEDICAL CLINIC AND WATER TESTING LABORATORY, INC.","138 KALAYAAN AVENUE, QUEZON CITY",09234296337 / 85270007,labnetdiagnostic@gmail.com,5051767,1,HIGHLY SATISFACTORY,WMTL-PT-22-NCR131,,HS
14,,NCR,,MACH UNION LABORATORIES INC.,"314 ANTRA BLDG., FMC-LTO COMPOUND, ALABANG-ZAPOTE ROAD, TALON 1, LAS PINAS",09178439306 / (02) 85538381 to 82,glenn@machunion.com,5005870,1,HIGHLY SATISFACTORY,WMTL-PT-22-NCR132,,HS
14,,NCR,,MACH UNION LABORATORIES INC.,"MACH UNION BLDG, ALABANG-ZAPOTE ROAD, TALON 3, LAS PINAS",09178439306 / (02) 85538381 to 82,glenn@machunion.com,5005871,0,EXCELLENT,WMTL-PT-22-NCR133,,E
14,,NCR,,MANILA HEALTH DEPARTMENT PUBLIC HEALTH LABORATORY,"1559 ALVAREZ ST. STA CRUZ, MANILA",09177955375 / 53103747,manilalab-phl@yahoo.com,5069849,1,HIGHLY SATISFACTORY,WMTL-PT-22-NCR134,,HS
14,,NCR,,"MANILA WATER COMPANY, INC.","CENTRAL LABORATORY BUILDING, MWSS COMPOUND, 489 KATIPUNAN ROAD",09175751047 / 09178431142 / 9175900,cris.bamba@manilawater.com,5045260,0,EXCELLENT,WMTL-PT-22-NCR135,,E
14,,NCR,,MAYNILAD WATERLAB,"WATERLAB AND ENVIRONMENTAL MANAGEMENT BLDG., LA MESA DAM COMPOUND, LA MESA ROAD, GREATER LAGRO, QUEZON CITY",(02) 8-697-37-19,christine.bagsik@mayniladwater.com.ph,5008535,0,EXCELLENT,WMTL-PT-22-NCR136,,E
14,,NCR,,MDTECH MEDICAL AND DIAGNOSTIC CLINIC,"1428 HOWMART ROAD, BRGY BAESA, QUEZON CITY",09155085241 / 87229267,mdtech.diagnostic@yahoo.com,5070541,2,ACCEPTABLE,WMTL-PT-22-NCR137,,A
14,,NCR,,MER CHEMICAL LABORATORY AND SERVICES INC.,"64 MAJOR SANTOS DIZON ST. INDUSTRIAL VALLEY, MARIKINA",09228990248 / 86818459,merchemical@yahoo.com.ph,5016333,0,EXCELLENT,WMTL-PT-22-NCR138,,E
14,,NCR,,PHILIPPINE INSTITUTE OF PURE AND APPLIED CHEMISTRY,"ATENEO DE MANILA UNIVERSITY CAMPUS, KATIPUNAN AVE., LOYOLA HEIGHTS, QUEZON CITY",09082668046 / 8426-6072,pipac.laboratory@pipac.com.ph,5069060,0,EXCELLENT,WMTL-PT-22-NCR139,,E
14,,NCR,,"PLATINUM RESEARCH LABORATORY, INC.","UNIT 807 UNION SQUARE CONDOMINIUM, 15TH AVENUE",(02) 89113062 / (02) 89126537,platinumlaboratory@gmail.com,5005465,0,EXCELLENT,WMTL-PT-22-NCR140,,E
14,,NCR,,QUALIBET TESTING SERVICES CORP.,"121A DANGAY ST. VETERANS VILLAGE PROJECT 7, QUEZON CITY",09175609710 / 8374-8003,joemarbalbuena@qualibetlab.com,5009596,0,EXCELLENT,WMTL-PT-22-NCR141,,E
14,,NCR,,"SAN JUAN DE DIOS EDUCATIONAL FOUNDATION, INC. HOSPITAL","2772 ROXAS BOULEVARD, PASAY",831-9731 loc. 1115-1116,laboratory@sanjuandedios.org,4856871,1,HIGHLY SATISFACTORY,WMTL-PT-22-NCR142,,HS
14,,NCR,,SENTROTEK CORP.,"208 PILAR ST. BRGY ADDITION HILLS, MANDALUYONG",09178837705 / 8721-6500,laboratory@sentrotek.com,5069977,0,EXCELLENT,WMTL-PT-22-NCR143,,E
14,,NCR,,"SGS PHILIPPINES, INC.","2229 ALEGRIA BLDG, CHINO ROCES AVE, MAKATI",9178033161,jonalyn.tolentino-samonte@sgs.com,5016415,1,HIGHLY SATISFACTORY,WMTL-PT-22-NCR144,,HS
14,,NCR,,SPRING WATER TESTING LABORATORY,"UNIT 2 GF LMB BUILDING, SAN ANTONIO AVE, SAN ANTONIO VALLEY 1",808-2912,springwater.laboratory@gmail.com,5051430,0,EXCELLENT,WMTL-PT-22-NCR145,,E
14,,NCR,,ST. LUKE'S MEDICAL CENTER - GLOBAL CITY,"32ND ST. COR 5TH 5TH AVENUE BONIFACIO GLOBAL CITY, TAGUIG",789-7700 loc. 2065,slmcgc_microbio@yahoo.com.ph / slmcgc@microbiology@stlukes.com.ph,5042096,1,HIGHLY SATISFACTORY,WMTL-PT-22-NCR146,,HS
14,,NCR,,TAGUIG WATER TESTING LABORATORY,"37 GEN LUNA ST, TUKTUKAN, TAGUIG",09171556960 / 027-9682031,tagigwater@gmail.com,5008801,1,HIGHLY SATISFACTORY,WMTL-PT-22-NCR147,,HS
14,,NCR,,UNIVERSITY OF SANTO TOMAS HOSPITAL,"ESPANA BOULEVARD, MANILA",09178106528 / 7313001 loc. 2426,usth_micro@yahoo.com,5072177,0,EXCELLENT,WMTL-PT-22-NCR148,,E
14,,NCR,,"WATERLAB WATER TESTING LABORATORY, INC.","137 QUIRINO HIGHWAY, BAESA, QUEZON CITY",09399126854 / 09256888801,caloocanwaterlab@yahoo.com,5005920,0,EXCELLENT,WMTL-PT-22-NCR149,,E
12,,XI,,REGIONAL DRINKING WATER TESTING LABORATORY ,Friendship Rd. Buhangin Davao City,09171089250/082-2272731 loc. 5094,regionalwaterlabxi@gmail.com,5052172,0,EXCELLENT,WMTL-PT-22-11150,,E
1,,I,,ENVIRONMENTAL HEALTH LABORATORY SERVICES COOPERATIVE,"#310 T & S BUILDING, ENVIRONMENTAL HEALTH LABORATORY SERVICES COOPERATIVE SAN VICENTE, URDANETA CITY, PANGASINAN",9451021700,pangasinanenvironmentalhealth@yahoo.com.ph,5153136,0,EXCELLENT,WMTL-PT-22-01151,,E
3,,III,,ANGELES CITY WATER DISTRICT LABORATORY,"ANGELES CITY WATER DISTRICT CENTRAL RESERVOIR COMPLEX FRIENDSHIP HI WAY, BRGY STO DOMINGO ANGELES CITY, PAMPANGA",9603841513,acwdlab@yahoo.com,5152898,2,ACCEPTABLE,WMTL-PT-22-03152,,A
4,,IV-A,,LIPA QUALITY CONTROL CENTER INC.,"001 J.P. LAUREL NATIONAL HIGHWAY, PUROK 4, BRGY. SICO, LIPA, BATANGAS",0917-5745711 / (043) 702-8417,lipaqualitycontrolcenterinc.dco@yahoo.com,5014680,0,EXCELLENT,WMTL-PT-22-4A153,,E
4,,IV-A,,"COSMOLAB LABORATORIES, INC. ","B13 COLUMBIAN CIRCLE, ANAHAW HOMES, BRGY DITA CITY OF STA. ROSA, LAGUNA ",9399029402,cosmolab_laboratories@yahoo.com,5153084,2,ACCEPTABLE,WMTL-PT-22-4A154,,A
6,,V,,CAMARINES SUR PHO WATER ANALYSIS LABORATORY,"BANASI, BULA, CAMARINES SUR",0905-4261494 ,annieorbon@gmail.com,5155507,2,ACCEPTABLE,WMTL-PT-22-05155,,A
6,,V,,H3g LABORATORY WATER TESTING SERVICES,"#4 DKC Bldg F. Aquende Drive, Brgy 08 Bagumbayan ",0999-3188041,h3gwatertesting@gmail.com,4999335,0,EXCELLENT,WMTL-PT-22-05156,,E
14,,NCR,,MUNTINLUPA CITY WATER LABORATORY,"MUNTINLUPA CITY HEALTH OFFICE CENTENNIAL AVE, TULASAN, MUNTINLUPA",9606873694,muntinlupacity.waterlab@gmail.com,,0,EXCELLENT,WMTL-PT-22-NCR157,,E
