region_id,la,region,acc,name,address,contact,email,or,rate,perf,no,,perf_model
10,,IX,09-01-2021-LW-1,DOST-REGIONAL STANDARDS AND TESTING LABORATORIES,"PETTIT BARRACKS, ZAMBOANGA CITY Zamboanga del sur",9178389064,dostixstl@gmail.com,5237680,0,EXCELLENT,WMTL-PT-23-09099,,E
10,,IX,09-06-21-CL-2,THE AGAPE HEALTH CARE CENTER,"35 F. HERRERA ST. CORNER T. CLAUDIO ST., MIPUTAK, DIPOLOG, ZAMBOANGA DE NORTE",09989758091/ (065) 212-7055,agape.health@yahoo.com,5158476,1,HIGHLY SATISFACTORY,WMTL-PT-23-09100,,HS
10,,IX,09-0071-23-H3-1,ZAMBOANGA CITY MEDICAL CENTER,DR. EVANGELISTA ST. BRGY STA. CATALINA ZAMBOANGA City Zamboanga del Sur,09177153016 / 09979048363,zcmc.wtl@yahoo.com,5189132,0,EXCELLENT,WMTL-PT-23-09101,,E
10,,IX,09-019-16-LW-1,ZAMBOANGA DEL NORTE MEDICAL CENTER,"National Highway, Sicayab, Dipolog City, Zamboanga del Norte",09197133054/ (065) 212-5084,znmc_lab@yahoo.com,5236090,1,HIGHLY SATISFACTORY,WMTL-PT-23-09102,,HS
11,,X,10-003-2123-LW-2,AJ H2O MICRO LAB,"P-5 CASISANG, Malaybalay City, Bukidnon",9178378400,ajmicrolab16@gmail.com,5226153,2,ACCEPTABLE,WMTL-PT-23-10103,,A
11,,X,10-001-2325-LW-1,DEPARTMENT OF HEALTH  X REGIONAL WATER LABORATORY,"J.V SERINA ST. CARMEN, CAGAYAN DE ORO CITY, Misamis Oriental",9163007080,waterlab.dohrox@gmail.com,5235545,1,HIGHLY SATISFACTORY,WMTL-PT-23-10104,,HS
11,,X,,"DEPARTMENT OF SCIENCE AND TECHNOLOGY REGIONAL OFFICE - X, REGIONAL STANDARDS AND TESTING LABORATORIES","JV SERIÑA STREET, CARMEN, CAGAYAN DE ORO CITY, MISAMIS ORIENTAL",09063489519/ 09178579209/ 09773611267/ 858-3931,rstl@region10.dost.gov.ph,,0,EXCELLENT,WMTL-PT-23-10105,,E
11,,X,10-003-2224-LW-2,ENVIRONMENTAL HEALTH LABORATORY SERVICES COOPERATIVE - CDO,"Unit 1B Que Bldg. Corrales Extension Brgy. 22, CAGAYAN DE ORO CITY, Misamis Oriental",09688970823/ (088) 567 2545,cdoenvironmentalhealth@yahoo.com.ph,5186160,1,HIGHLY SATISFACTORY,WMTL-PT-23-10106,,HS
11,,X,10-003-2325-LW-1,MICROBIOLOGY RESEARCH LABORATORY,"College of Veterinary Medicine, Central Mindanao University, Musuan, Maramag, Bukidnon",9276203898,mrl.cvm@cmu.edu.ph,5226090,2,ACCEPTABLE,WMTL-PT-23-10107,,A
11,,X,,MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL-WATER TESTING LABORATORY,"Independence St. lower Langcangan, OROQUIETA City, Misamis Oriental",09171562642/ (088) 5312244,mophlaboratory2017@yahoo.com,5236192,0,EXCELLENT,WMTL-PT-23-10108,,E
11,,X,10-001-2325-LW-2,OSTREA MINERAL LABORATORIES INC.,"205 Tres Montañas Business Complex, JR Borja Ext., Gusa, CAGAYAN DE ORO CITY, Misamis Oriental",09178703636/ (088) 8809070,omli.mindanao@gmail.com,5232426,0,EXCELLENT,WMTL-PT-23-10109,,E
11,,X,10-001-2325-LW-1,VALENCIA CITY WATER DISTRICT WATER TESTING LABORATORY,"PUROK 17, POBLACION, VALENCIA CITY, BUKIDNON",09270210645/ (088) 828 2057,vvcwd.h2olab@gmail.com,5182485,2,ACCEPTABLE,WMTL-PT-23-10110,,A
11,,X,10-006-2123-LW-2,WATER-LIFE LABORATORY WATER TESTING SERVICES,"0001 TONGCO ST., PUROK 12, BRGY TOMINOBO ILIGAN CITY, LANAO DEL NORTE",09656459151/ (063) 302 7267,waterlifelaboratory@gmail.com,5204685,2,ACCEPTABLE,WMTL-PT-23-10111,,A
12,,XI,11-02-2123-LW-2,AQUA 8 TESTING LAB. INC,"G/F R AND T YAP BUILDING, J. P. LAUREL AVENUE, DAVAO CITY, DAVAO DEL SUR",09190734493 / (082) 238 5683,aqua8davao2018@gmail.com,5207016,0,EXCELLENT,WMTL-PT-23-11112,,E
12,,XI,11-03-2325-LW-1,"DAVAO ANALYTICAL LABORATORIES, INC.","CORNER UNION AVENUE, MAC ARTHUR HIGHWAY, MATINA, DAVAO DEL SUR",09495066881 / (082) 297-3278,dalinc_03@yahoo.com,5045395,0,EXCELLENT,WMTL-PT-23-11113,,E
12,,XI,11-01-2123-LW-1,DAVAO CITY WATER DISTRICT WATER TESTING LABORATORY,"KM 2.5 Mc Arthur Hi-way  MATINA, DAVAO DEL SUR",9350324621,laboratory_dcwd@yahoo.com,5195981,0,EXCELLENT,WMTL-PT-23-11114,,E
12,,XI,11-011-15-LW-1,DAVAO DEL NORTE PROVINCIAL HEALTH OFFICE WATER LABORATORY,"Capitol Compound Inamkilam, Tagum City, Davao del Norte",9772551576,maeeimooo@gmail.com,5161439,1,HIGHLY SATISFACTORY,WMTL-PT-23-11115,,HS
12,,XI,11-04-2123-LW-1,DAVAO DEL SUR PROVINCIAL WATER LABORATORY,"Lapu-lapu St. Zone 3, Digos City, Davao del Sur",9095254212,davsurwaterlabpho@gmail.com,5190524,0,EXCELLENT,WMTL-PT-23-11116,,E
12,,XI,11-02-2325-LW-1,DEPARTMENT OF SCIENCE & TECHNOLOGY XI,"Cor. Dumanlas & Freindship Road, Bajada, Davao City, Davao del Sur",9127343685,microbiology@region11.dost.gov.ph,5217352,0,EXCELLENT,WMTL-PT-23-11117,,E
12,,XI,11-011-2133-LW-1,MINDANAO TESTING CENTER FOR WATER AND ANALYTICAL TOXICOLOGY,"Friendship Road, Dumanlas, buhangin, Davao City, Davao del Sur",9163899697,regionalwaterlabxi@gmail.com,5193071,0,EXCELLENT,WMTL-PT-23-11118,,E
12,,XI,11-01-2325-LW-1,TAGUM WATER TESTING LABORATORY,"National Hi-way, Mirafuentes District Magugpo North, TAGUM, Davao del Norte",09171271879/ 084 216 6628,twdlaboratory@gmail.com,5228343,1,HIGHLY SATISFACTORY,WMTL-PT-23-11119,,HS
12,,XI,11-05-21-23-LW-1,UNIVERSITY OF THE IMMACULATE CONCEPTION-SCIENCE RESOURCE CENTER,"Father Selga, Davao City, Davao del Sur",9286546282,src@uic.edu.ph,5182134,0,EXCELLENT,WMTL-PT-23-11120,,E
13,,XII,12-0058-21-H3-1,COTABATO REGIONAL AND MEDICAL CENTER ,"SINSUAT AVENUE, COTABATO CITY, MAGUINDANAO",09177072078 / (064) 421-2022 loc (139),crmcbactelab05@gmail.com,5167993,0,EXCELLENT,WMTL-PT-23-12121,,E
13,,XII,12-002-2123-LW-1,GENERAL SANTOS CITY WATER DISTRICT,"E. FERNANDEZ ST. LAGAO, GENERAL SANTOS CITY, SOUTH COTABATO",09425435373 / (083) 552-3824,gscwaterdistrict@yahoo.com,5190526,0,EXCELLENT,WMTL-PT-23-12122,,E
13,,XII,12-008-2123-LW-2,MEDZONE DIAGNOSTIC CENTER,"J. Catolico Sr. Avenue Lagao, GENERAL SANTOS CITY, SOUTH COTABATO",09097273357/ (83) 552-5797,medzone_dc@yahoo.com,5227885,0,EXCELLENT,WMTL-PT-23-12123,,E
13,,XII,12-001-2224-LW-1,METRO KIDAPAWAN WATER DISTRICT,"National Highway, Brgy. Lanao, KIDAPAWAN City, Cotabato",09338507484/ (064) 572 5555,mkwdlab@gmail.com,5231296,2,ACCEPTABLE,WMTL-PT-23-12124,,A
13,,XII,12-016-2224-LW-1,MSU-GENERAL SANTOS CITY WATER ANALYTICAL LABORATORY AND RESEARCH CENTER,"College of Agriculture, Mindanao State University Fatima Campus, GENERAL SANTOS CITY, SOUTH COTABATO",9304876204,viennamarie.echalar@msugensan.edu.ph,5236195,0,EXCELLENT,WMTL-PT-23-12125,,E
13,,XII,,OSTREA MINERAL LABORATORIES INC.,"Purok Maliwanag Brgy. Calumpang, GENERAL SANTOS CITY, SOUTH COTABATO",09773286917/ 0838781676,jaime070796@gmail.com,5235930,0,EXCELLENT,WMTL-PT-23-12126,,E
13,,XII,12-0069-22-H2-1,SOUTH COTABATO PROVINCIAL HOSPITAL,"AGUINALDO ST, CITY OF KORONADAL, SOUTH COTABATO",9177269214,vitz.md@gmail.com,5006738,1,HIGHLY SATISFACTORY,WMTL-PT-23-12127,,HS
13,,XII,12-003-2123-LW-1,USM-CSM MICROBIOLOGY AND CHEMICAL TESTING LABORATORY,"BAI MATABAY PLANG AVENUE, POBLACION, Kabacan City,NORTH COTABATO",9438967072,usmwaterlab@gmail.com,5211729,2,ACCEPTABLE,WMTL-PT-23-12128,,A
17,,CARAGA,16-03-23-H1-1,AGUSAN DEL NORTE PROVINCIAL HOSPITAL,"VILLAGE 2, LIBERTAD BUTUAN  City, Agusan del Norte",9694667283,udnphlaboratory@gmail.com,5235150,0,EXCELLENT,WMTL-PT-23-CARAGA129,,E
17,,CARAGA,WMLA-08-0047,CARAGA REGIONAL HOSPITAL ,"Rizal St. Brgy. Washington, SURIGAO City, Surigao del Norte",09105962602/ (086) 826 0497 Loc. 227,crh.laboratory@yahoo.com,5207017,0,EXCELLENT,WMTL-PT-23-CARAGA130,,E
17,,CARAGA,16-0217-23-H2-1,D.O PLAZA MEMORIAL HOSPITAL,"P-2 Patiu-Ay, PROSPERIDAD, Agusan del Sur",9218095281,dopmhclinlab22@gmail.com,5227880,0,EXCELLENT,WMTL-PT-23-CARAGA131,,E
17,,CARAGA,16-01-22-LW-1,SAN FRANCISCO WATER DISTRICT,"Osmeña, San Francisco, Agusan Del Sur",09816056988 / 085 839-0457,sanfranzwd@yahoo.com,5246036,0,EXCELLENT,WMTL-PT-23-CARAGA132,,E
17,,CARAGA,16-002-2325-LW-1,SURIGAO METROPOLITAN WATER DISTRICT - WATER QUALITY LABORATORY,"KM 2, National Highway, Surigao City, Surigao del Norte",9337205481,mickeymedtek@gmail.com,5227881,0,EXCELLENT,WMTL-PT-23-CARAGA133,,E
14,,NCR,13-0006-2224-LW-2,"A1 WATER TESTING LABORATORY, INC. ","28 DR. SIXTO AVENUE, KAPASIGAN, PASIG CITY, Metro Manila",9055266004,brianreyes0x7@gmail.com,5234543,1,HIGHLY SATISFACTORY,WMTL-PT-23-13134,,HS
14,,NCR,13-0005-2224-lw-2,ACA WATER ANALYSIS AND LABORATORY SERVICES INC.,"46 SCOUT CHUATOCO ROXAS DISTRICT, QUEZON CITY, Metro Manila ",09998825783/ 7900 6583,acalab0918@gmail.com,5227085,1,HIGHLY SATISFACTORY,WMTL-PT-23-13135,,HS
14,,NCR,13-014-2224-LW-2,ACCUTEQS DIAGNOSTICS,"257 A. Bonifacio Ave. cor. Pag asa St. Brgy. San Jose, QUEZON CITY, Metro Manila  ",09666432062/ 8364 1712,accuteqslaboratory@gmail.com,5233812,2,ACCEPTABLE,WMTL-PT-23-13136,,A
14,,NCR,13-0001-2123-LW-2,AERONICS INCORPORATED,"19 ASHLEY ST., NORTH FAIRVIEW PARK SUBDIVISION, NORTH FAIRVIEW, QUEZON CITY, Metro Manila  ",9209548792,"aeronicsmain@gmail,com",5172408,1,HIGHLY SATISFACTORY,WMTL-PT-23-13137,,HS
14,,NCR,13-004-2123-LW-2,ANALYTIKA LABORATORY,"UNIT 104 LE GRAN CONDOMINIUM 45 ESENHOWER ST. GREENHILLS, SAN JUAN,  METRO MANILA",9273992460,info@analytikalabph.com,5181461,2,ACCEPTABLE,WMTL-PT-23-13138,,A
14,,NCR,13-0017-2123-LW-1,BOYER ENVIRONMENTAL WATER TESTING LABORATORY,"2ND FLOOR, JP TUASON BLDG. SAN VICENTE FERRER COR. STA LUCIA ST, SAN ANTONIO VALLEY 1, PARANAQUE",(02) 7799-8451,bewtl.2014@gmail.com,5195368,2,ACCEPTABLE,WMTL-PT-23-13139,,A
14,,NCR,13-010-2224-LW-1,BUREAU OF QUARANTINE - MANILA,"25th cor A.C Delgado St., Port Area, Manila",,laboratory.boqmanila@gmail.com,5258060,2,ACCEPTABLE,WMTL-PT-23-13140,,A
14,,NCR,13-005-2224-LW-2,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,"286 Blumentrit St., Santa Cruz Manila",7114141 loc 374,cgh_clinicalpathology@yahoo.com,5228674,2,ACCEPTABLE,WMTL-PT-23-13141,,A
14,,NCR,13-0004-2123-LW-1,CITY GOVERNMENT OF MAKATI - WATER BACTERIOLOGICAL LABORATORY,"BUILDING 1, 7TH FLOOR, JP RIZAL, MAKATI CITY, NCR",8870-1608,waterlabmhd@gmail.com,5195963,1,HIGHLY SATISFACTORY,WMTL-PT-23-13142,,HS
14,,NCR,13-0007-2022-LW-2,CJK AIR AND WATER TESTING LABORATORY,"99-C JUDGE JUAN LUNA SAN ANTONIO Quezon City, Metro Manila",09054056032/ 09196045063,airwaterlab07@yahoo.com.ph,5156842,1,HIGHLY SATISFACTORY,WMTL-PT-23-13143,,HS
14,,NCR,13-0014-2123-LW-2,COTECNA ELITE PHILPPINES INC.,"948 NEW WEALTH PROPERTIES, ELECTRONICS AVENUE FTI COMPLEX, TAGUIG City, Metro Manila",091651863251/ (02) 8838 8519,vienna.cabana@cotecna.com.ph,5226148,1,HIGHLY SATISFACTORY,WMTL-PT-23-13144,,HS
14,,NCR,13-007-2224-LW-1,"DEPARTMENT OF MEDICAL MICROBIOLOGY COLLEGE OF PUBLIC HEALTH, UP MANILA","625 PEDRO GIL ST. ERMITA, Manila",09954338541/ (02) 8525 5874,dmmcph.upmanila@gmail.com,5157872,1,HIGHLY SATISFACTORY,WMTL-PT-23-13145,,HS
14,,NCR,13-0008-2123-LW-2,ELARSI INC.,"UNIT 201-203 Z 406 RIZALINA ANNEX BLDG. 1677 QUEZON AVENUE, QUEZON CITY",8927 7715,info@elarsi.com,5224426,1,HIGHLY SATISFACTORY,WMTL-PT-23-13146,,HS
14,,NCR,13-0001-2022-LW-2,EMINENT WATER LABORATORY CENTER (MAIN BRANCH),"347-F, A. BONIFACIO AVE. BRGY SAN JOSE, QUEZON CITY",9331658046,jose_lim@eminentwater.com,5180494,0,EXCELLENT,WMTL-PT-23-13147,,E
14,,NCR,13-002-2224-LW-2,ENVIRONMENTAL HEALTH LABORATORY SERVICES COOPERATIVE,"#21 Chestnut Street, West Fairview, Q.C.",9633635562,ehlsc1999@yahoo.com,5006658,2,ACCEPTABLE,WMTL-PT-23-13148,,A
14,,NCR,13-0016-2123-LW-2,ENVIRONMENTAL HEALTH LABORATORY SERVICES COOPERATIVE,"470 Gen. Luna St. Brgy. Tuktukan, Taguig, Metro Manila",9237305640,taguigenvironmentalhealth@yahoo.com.ph,5189158,2,ACCEPTABLE,WMTL-PT-23-13149,,A
14,,NCR,,EUROFINS SCIENTIFIC SERVICES PHILIPPINES,"8th Flr. Azure Business Center, 1197 EDSA Brgy. Katipunan",09479975985 / 09272222940,Mariver.Fuentes@eurofinasia.com,5222183,2,ACCEPTABLE,WMTL-PT-23-13150,,A
14,,NCR,13-0012-192-LW-2,F.A.S.T. LABORATORIES CUBAO,"62 20TH AVENUE, Quezon City, Metro Manila",09175626286 / 8913-0240,vangevaldez.fastlaboratories@gmail.com,5172217,2,ACCEPTABLE,WMTL-PT-23-13151,,A
14,,NCR,13-001-2224-LW-2,GLOBAL ELIXIR WATER LABORATORY CENTER/ AQUA LAB CENTER - MAYON,"Unit 5 & 10 DDI Bldg. Del Monte Ave. cor. Mayon St., Brgy. Maharlika, Quezon City, Metro Manila",9064431652,alcmayon@yahoo.com,5156458,1,HIGHLY SATISFACTORY,WMTL-PT-23-13152,,HS
14,,NCR,13-0009-2123-LW-2,GREYSTONE BIOCHEM LABORATORIES INC.,"148 N. DOMINGO ST. CUBAO, Quezon City, Metro Manila",09051681108 / 8727-6474,info@greystonebiochem.com,5156349,1,HIGHLY SATISFACTORY,WMTL-PT-23-13153,,HS
14,,NCR,13-0005-2325-LW-2,HIADVANCE PHILIPPINES INCORPORATED,"UNIT 5, 6, & 7, 3F MEGA CENTER SAN ANTONIO ST. PASEO DE MAGALLANES, Makati Ciy, Metro Manila",0939903679 / 09568055517 / 77294327 / 88548365,philippines@hiadvance.com,5178803,2,ACCEPTABLE,WMTL-PT-23-13154,,A
14,,NCR,13-0002-2123-LW-2,HOPE LOVE FAITH MEDICAL CLINIC AND LABORATORY INC.,"35-C WILLIAM BLDG., QUEZON AVE., LOURDES, Quezon City, Metro Manila",09189250620/ 8711-2455,hlf_laboratory@yahoo.com,5068597,1,HIGHLY SATISFACTORY,WMTL-PT-23-13155,,HS
14,,NCR,13-0002-2224-LW-2,HYDROLAB COMPANY,"UNIT 107-108 & 407 MNRI BLDG, MINDANAO AVE, BRGY TALIPAPA, Quezon City, Metro Manila",02-84041065 / 09228931450 / 02-72159008 / 02-79591634,hydrolabcompany@gmail.com,5158095,1,HIGHLY SATISFACTORY,WMTL-PT-23-13156,,HS
14,,NCR,13-006-2325-LW-2,JEROCAS RESEARCH LABORATORY SERVICES,"#14 Don Antonio St., Villa Beatriz Old balara, Quezon City, Metro Manila",09324142516/ 7342 7780,micro.jerocas@gmail.com,523753,1,HIGHLY SATISFACTORY,WMTL-PT-23-13157,,HS
14,,NCR,13-0008-2325-LW-2,MACH UNION LABORATORIES INC.,"314 ANFRA BLDG., FMC-LTO COMPOUND, ALABANG-ZAPOTE ROAD, TALON 1, LAS PINAS",09178439306 / (02) 85538381 to 82,glenn@machunion.com,5212168,0,EXCELLENT,WMTL-PT-23-13158,,E
14,,NCR,13-0012-2325-LW-2,MACH UNION LABORATORIES INC.,"MACH UNION BLDG, ALABANG-ZAPOTE ROAD, TALON 3, LAS PINAS",09178439306 / (02) 85538381 to 82,glenn@machunion.com,5212167,0,EXCELLENT,WMTL-PT-23-13159,,E
14,,NCR,13-012-2123-LW-1,MANILA HEALTH DEPARTMENT PUBLIC HEALTH LABORATORY,"1559 ALVAREZ ST. STA CRUZ, MANILA",09177955375 / 53103747,manilalab-phl@yahoo.com,51748807,2,ACCEPTABLE,WMTL-PT-23-13160,,A
14,,NCR,13-003-2123-LW-2,MAYNILAD WATERLAB,"WATERLAB AND ENVIRONMENTAL MANAGEMENT BLDG., LA MESA DAM COMPOUND, LA MESA ROAD, GREATER LAGRO, QUEZON CITY",(02) 8-697-37-19,christine.bagsik@mayniladwater.com.ph,5157763,2,ACCEPTABLE,WMTL-PT-23-13161,,A
14,,NCR,13-0011-2022-LW-2,MER CHEMICAL LABORATORY AND SERVICES INC.,"64 MAJOR SANTOS DIZON ST. INDUSTRIAL VALLEY, MARIKINA",09228990248 / 86818459,merchemical@yahoo.com.ph,5148081,0,EXCELLENT,WMTL-PT-23-13162,,E
14,,NCR,13-0019-2123-LW-1,MUNTINLUPA CITY WATER LABORATORY,"Muntinlupa City Health Office Centennial Ave. Tunasan, Muntinlupa City, Metro Manila",09081605027 / 8541 4817,muntinlupacity.waterlab@gmail.com,5250426,0,EXCELLENT,WMTL-PT-23-13163,,E
14,,NCR,13-0018-2123-LW-2,PHILIPPINE INSTITUTE OF PURE AND APPLIED CHEMISTRY (PIPAC),"ATENEO DE MANILA UNIVERSITY CAMPUS, KATIPINAN AVE. LOYOLA HEIGHTS, Quezon City, Metro Manila",84266072,pipac.laboratory@pipac.com.ph,5224403,0,EXCELLENT,WMTL-PT-23-13164,,E
14,,NCR,13-0004-2224-LW-2,"PLATINUM RESEARCH LABORATORY, INC.","UNIT 807 UNION SQUARE CONDOMINIUM, 15TH AVENUE, Quezon City, Metro Manila",09692527110/ (02) 89113062,platinumlaboratory@gmail.com,5152944,0,EXCELLENT,WMTL-PT-23-13165,,E
14,,NCR,13-0106-22-H3-2,"SAN JUAN DE DIOS EDUCATIONAL FOUNDATION, INC. HOSPITAL","2772 ROXAS BOULEVARD, PASAY",831-9731 loc. 1115-1116,laboratory@sanjuandedios.org,5022168,0,EXCELLENT,WMTL-PT-23-13166,,E
14,,NCR,,SENTROTEK CORP.,"208 PILAR ST. BRGY ADDITION HILLS, MANDALUYONG",09178837705 / 8721-6500,laboratory@sentrotek.com,5219010,0,EXCELLENT,WMTL-PT-23-13167,,E
14,,NCR,13-0005-2022-LW-2,"SGS PHILIPPINES, INC.","2229 ALEGRIA BLDG, CHINO ROCES AVE, MAKATI", 8784 9400,jonalyn.tolentino-samonte@sgs.com,5158126,0,EXCELLENT,WMTL-PT-23-13168,,E
14,,NCR,13-0015-1920-LW,SPRING WATER TESTING LABORATORY,"UNIT 2 GF LMB BUILDING, SAN ANTONIO AVE, SAN ANTONIO VALLEY 1, Paranaque City",09158022334/ 8808 2912,springwater.laboratory@gmail.com,5196764,1,HIGHLY SATISFACTORY,WMTL-PT-23-13169,,HS
14,,NCR,13-010-16-LW-2,ST. LUKE'S MEDICAL CENTER - GLOBAL CITY,"32ND ST. COR 5TH 5TH AVENUE BONIFACIO GLOBAL CITY, TAGUIG City",789-7700 loc. 2065,slmcgc_microbio@yahoo.com.ph,5186338,1,HIGHLY SATISFACTORY,WMTL-PT-23-13170,,HS
14,,NCR,13-009-2224-LW-1,TAGUIG CITY WATER LABORATORY,"3rd Floor Taguig City Health Office T&D Village cor Col. P.Cruz St. Brgy. Tuktukan, Taguig City",9685452977,taguigcitywaterlaboratory@gmail.com,5234516,0,EXCELLENT,WMTL-PT-23-13171,,E
14,,NCR,13-0014-2022-LW-2,TAGIG WATER TESTING LABORATORY,"37 GEN LUNA ST, TUKTUKAN, TAGUIG",09178860063/ 7005 2042,tagigwater@gmail.com,5176029,2,ACCEPTABLE,WMTL-PT-23-13172,,A
14,,NCR,13-148-16-700-H3-2,UNIVERSITY OF SANTO TOMAS HOSPITAL,"ESPAÑA BOULEVARD, Manila",09158320778/ 731 3001 LOCAL 2426,usth_micro@yahoo.com,5222613,0,EXCELLENT,WMTL-PT-23-13173,,E
14,,NCR,13-0003-2022-LW-2,"WATERLAB WATER TESTING LABORATORY, INC.","137 QUIRINO HIGHWAY, BAESA, QUEZON CITY",09338166332/ 8294 2345,caloocanwaterlab@yahoo.com,5153644,1,HIGHLY SATISFACTORY,WMTL-PT-23-13174,,HS
3,,III,03-001-2123-LW-2,"OPHIR GENPRIME LABORATORIES CO, LTD","3RD FLOOR EPL BUILDING GENERAL LUNA ST., BABOGACAN PAMPANGA",9171733934,ophir.genprime.lab@gmail.com,5156397,0,EXCELLENT,WMTL-PT-23-03175,,E
4,,IV-A,4A-015-2224-LW-2,SCIENTIA TECH COMPANY,"4th Floor B3 L11 Brain Train center, Sta. Rosa City, Laguna",9564383010,scientia.tech.co@gmail.com,5214907,0,EXCELLENT,WMTL-PT-23-4A176,,E
4,,IV-A,,PG-ENRO BATANGAS ENVIRONMENT LABORATORY,"PG-ENRO Building Capitol Site Kumintang Ibaba Batangas City, Batangas",9358364559,pgenrobel@gmail.com,5297990,0,EXCELLENT,WMTL-PT-23-4A177,,E
7,,VI,06-0012224-LW-1,BACIWA Water Laboratory,"Galo-San Juan Sts., Brgy 12 Bacolod City, Negros Occidental",9252403900,laboratory.primewaterbcd@gmail.com,,0,EXCELLENT,WMTL-PT-23-06178,,E
14,,NCR,13-0003-2325-LW-2,MANILA WATER LABORATORY SERVICES,"489 Katipunan Road MWSS Compound Central Laboratory Bldg., Quezon City Metro Manila",9178450325,jennifer.tagupa@manilawater.com,52893493,0,EXCELLENT,WMTL-PT-23-13179,,E
