0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
7,06-0991-19-PFSB-R,6,GAN CLINICAL LABORATORY,G/F KAHIRUP BLDG. GUANCO ST. ILOILO CITY,ILOILO CITY / ILOILO,09166841903/09173159367,"ABELLO, STEPHANIE ALMIRA",,gancliclab@yahoo.com,486263,,,2,2,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1269,E
7,06-XXXX-XX-XXXX-X,6,GENETIC DRUG TESTING LABORATORY,"BESIDE LTO OFFICE, BRGY TIZA, ROXAS CITY, CAPIZ",ROXAS CITY/ CAPIZ,09158748420/0365224684,"RIVERA, WINFRED SUMAGAYSAY",genely20@yahoo.com,genely20@yahoo.com,4913599,,1,1,2,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1270,E
7,06-1513-20-PIBS-I,6,HEALTH METRICS INC. - ILOILO,"AMK BUILDING, 68 GENERAL LUNA STREET, BRGY. INDAY, ILOILO CITY, ILOILO",ILOILO CITY / ILOILO,09672601852/033335-46-12 LOC.119,"BUYCO, CHARLES MICHAEL A.",lab-iloilo@healthmetrics.com.ph,lab-iloilo@healthmetrics.com.ph,4945484,,4,2,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1271,A
7,06-0236-19-PIBS-R,6,HEALTHLINK (ILOILO) INC. DRUG TESTING LABORATORY,"#12 MABINI STREET, ILOILO CITY, ILOILO",ILOILO CITY / ILOILO,09369557005-0335082691,"ABELLO, STEPHANIE ALMIRA",rdl315.rl@gmail.com,rdl315.rl@gmail.com,4870046,,0,2,2,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1272,E
7,06-0645-21-PIBS-R,6,HEALTHLINK (ILOILO) INC. DRUG TESTING LABORATORY - CABATUAN BRANCH,"ZONE 5 CONFESSOR DRIVE, CABATUAN ILOILO",CABATUAN/ILOILO,09501588216/09488822075,"SALAZAR, MA. IRIS VERGARA",mairisjvergara_md@yahoo.com,healthlinkcabatuan@yahoo.com,4972535,,4,3,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1273,A
7,06-0643-21-PIBS-R,6,HEALTHLINK (ILOILO) INC. DRUG TESTING LABORATORY - GUIMBAL BRANCH,"AARON GELVEZON BUILDING, RIZAL STREET, ILOILO, GUIMBAL, ILOILO",GUIMBAL/ILOILO,09093782245/09173159367,"ABELLO, STEPHANIE ALMIRA",babymax2271@yahoo.com.ph,hlguimbal@yahoo.com,4972534,,4,2,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1274,A
7,06-0561-20-PIBS-R,6,HEALTHSCREEN CLINICAL LABORATORY,LUNA STREET LAPA 2 (FRONTING WIT WESTERN INSTITUTE OF TECHNOLOGY),ILOILO CITY / ILOILO,09171455271/09177794401,"LIBANAN, LYSA LYNN UY",,healthscreenclin.lab@yahoo.com,4896796,,4,3,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1275,A
7,06-1611-20-PIBS-R,6,HEALTHSENSE LABORATORY,"HEDRIANA ST., PUROK III (AT THE BACK OF PAVIA MUNICIPAL HALL), PAVIA, ILOILO",PAVIA/ILOILO,09205831634/0333203244,"SIRA, MA. BEMERLY JARDIOLIN",bemspatho@yahoo.com,healthsenselaboratory@gmail.com,4919832,,4,2,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1276,A
7,06-0085-20-PIBS-R,6,"ILOILO PDS AND LABORATORY CENTER, INC.","#7A MABINI STREET, BRGY. RAILWAY, LA PAZ, ILOILO CITY, ILOILO",ILOILO CITY / ILOILO,09171430962/09495931281,"RAVENA, JAMES SONGHENG",iloilopdslab_doh@yahoo.com,iloilopdslab_doh@yahoo.com,4918519,,5,3,8,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1277,A
7,06-0766-20-PFSS-R,6,MCS DIAGNOSTIC CENTER (BACOLOD),"LOYOLA BUILDING HILADO STREET CORNER LN AGUSTIN DRIVE BARANGAY VILLAMONTE, BACOLOD, NEGROS OCCIDENTAL",BACOLOD CITY/NEGROS OCCIDENTAL,09175999551/09228354626,"MONTES, LENI GALO",lenimontes@yahoo.com,diagnosticmcs@gmail.com,4915771,,2,3,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1278,HS
7,06-XXXX-XX-XXXX-X,6,MCS DIAGNOSTIC CENTER (SAN CARLOS),"DOOR 3 YANG BLDG., C.L. LEDESMA SR. AVE., BRGY 11. (BESIDE CARMEL'S INN), SAN CARLOS CITY, NEGROS OCCIDENTAL",SAN CARLOS CITY / NEGROS OCCIDENTAL,09323283067/09228354626,"MONTES, LENI GALO",lenimontes@yahoo.com,mcssancarlos@gmail.com,4915770,,2,3,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1279,HS
7,06-XXXX-XX-XXXX-X,6,MEDI-LINK SERVICES INCORPORATED,"2ND FLOOR MEDI-LINK BUILDING, B.S. AQUINO DRIVE, BRGY. VILLAMONTE, BACOLOD CITY, NEGROS OCCIDENTAL",BACOLOD CITY/NEGROS OCCIDENTAL,09396549749/09189306221,"FERRARIS, HANS FRANCIS DORONILA",hfdf38@yahoo.com,medilinkservicesinc@gmail.com,4904181,,1,3,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1280,HS
7,06-1416-20-PIBS-R,6,MEDICUS DIAGNOSTIC CENTER AND MEDICAL CLINICS - ANTIQUE BRANCH,"T.A. FORNIER ST. ATABAY, SAN JOSE, ANTIQUE, SAN JOSE, ANTIQUE",SAN JOSE/ANTIQUE,09951639927/09085783305,"JAVATO, SOMBONG ANNA VICTORIA",medicusantique_dtl@yahoo.com,medicusantique_dtl@yahoo.com,4891519,,4,0,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1281,HS
7,06-0834-20-PFSS-R,6,MEDICUS DIAGNOSTIC CENTER AND MEDICAL CLINICS - JARO BRANCH,"JARO COMMERCIAL COMPLEX, LOPEZ JAENA STREET, JARO, ILOILO CITY, ILOILO",ILOILO CITY / ILOILO,09507666706/033-503-4348,"SOMBONG, ANNA VICTORIA JAVATO",medicusjaro_dtl@yahoo.com,medicusjaro_dtl@yahoo.com,4891520,,0,3,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1282,HS
7,06-0563-20-PIBS-R,6,MEDICUS DIAGNOSTIC CENTER AND MEDICAL CLINICS - MAIN,"G/F LOURDES BUILDING, QUEZON ST., BRGY. DANAO, ILOILO CITY",ILOILO CITY / ILOILO,09324743355/0335081858,"SOMBONG, ANNA VICTORIA JAVATO",Medicusmain_dtl@yahoo.com,Medicusmain_dtl@yahoo.com,4891521,,0,2,2,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1283,E
7,06-0768-20-PIBS-R,6,MEDICUS DIAGNOSTIC CENTER AND MEDICAL CLINIS,"G/F ROMEO GO BLDG., HUERVANA ST., BRGY. LAGUDA, LAPAZ",ILOILO CITY / ILOILO,09559348962/330-9004,"SOMBONG, ANNA VICTORIA JAVATO",medicuslapaz_dtl@yahoo.com,medicuslapaz_dtl@yahoo.com,4891522,,3,1,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1284,HS
7,06-0258-20-PIBS-R,6,MEDICUS MEDICAL CENTER CORPORATION,"RV. BERNARDO AVENUE, BRGY. SAN RAFAEL, MANDURRIAO, ILOILO",ILOILO/ILOILO,09063217454/033-508-5377,"SOMBONG, ANNA VICTORIA JAVATO",medicuscondo_dtl@yahoo.com,medicuscondo_dtl@yahoo.com,4891518,,1,3,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1285,HS
7,06-1058-20-PIBS-R,6,"MEDISENSE LABORATORY CENTER, INC.","MEDISENSE LABORATORY CENTER, INC DELGADO ST. BRGY. MALIPAYON, ILOILO",ILOILO/ILOILO,09178765170/033333-3113,"LIBANAN, LYSA LYNN UY",msl_iloilo@yahoo.com,msl_iloilo@yahoo.com,4878124,,0,0,0,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1286,E
7,06-XXXX-XX-XXXX-X,6,MINA DRUGTESTING LABORATORY,"PATARATA ST., MINA WEST, MINA, ILOILO, MINA, ILOILO",MINA/ILOILO,09186241603/0335309377,"SOMBONG, ANNA VICTORIA JAVATO",,rhumina@yahoo.com,4910733,,0,2,2,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1287,E
7,06-0238-19-PIBS-R,6,"MP ANALYSIS & LABORATORY, INC.","VLI MEDICAL PLAZA, CAPITOL BUSINESS CENTER, BRGY. VILLAMONTE",BACOLOD CITY/NEGROS OCCIDENTAL,09468969610/0344353766,"MONTES, LENI GALO",lenimontes@yahoo.com,medicalplaza@live.com,4832870,,1,3,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1288,HS
7,06-0770-20-PIBS-R,6,PANAY HEALTH CARE MEDICAL DIAGNOSTICS AND PHARMACY PHL,"ESTANCIA, KALIBO, AKLAN",KALIBO/AKLAN,09395550570/036-268-7216,"TEMPLONUEVO-FLORES, CHARMAINE SINEL",charmainefloresmd@gmail.com,phcmpe@yahoo.com.ph,4886704,,1,3,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1289,HS
7,06-1639-19-PIBS- I,6,PLAZA LIBERTAD MEDICAL SPECIALISTS' CENTER,PLMSC BLDG. DELA RAMA ST. ZAMORA CITY PROPER,ZAMORA CITY PROPER / ILOILO,09086026077/09173029136,"TIONGSON, MA. VICTORIA SALDAÑA",vstmd01@gmail.com,plmsc.ilo2@yahoo.com,4847550,,1,3,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1290,HS
7,06-1062-20-PIBS-R,6,PRIMEVIEW MEDICAL SPECIALIST,"SIMEON AGUILAR ST. (FRONT OF PASS 1 CENTRAL SCHOOL), PASSI CITY, ILOILO",PASSI CITY / ILOILO,09175050560/09173028468,"SIRA, MA. BEMERLY JARDIOLIN",,primeviewpassi@yahoo.com,4919816,,0,3,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1291,HS
7,06-1060-20-PIBS-R,6,PRIMEVIEW MEDICAL SPECIALIST AND IMAGING CENTER,"Q. ABETO ST. MANDURRIAO ( NEAR AT WESTERN VISAYAS MEDICAL CENTER), ILOILO CITY, ILOILO",ILOILO CITY / ILOILO,09175050560/033321-1266,"SIRA, MA. BEMERLY JARDIOLIN",,primeview_iloilo@yahoo.com.ph,4919815,,0,2,2,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1292,E
7,06-XXXX-XX-XXXX-X,6,Q DIAGNOSTIC CENTER,"LKC BLDG., CORNER LOCSIN-BURGOS STS, BACOLOD CITY, NEGROS OCCIDENTAL",BACOLOD CITY/NEGROS OCCIDENTAL,09189306221/034-441-6723,"FERRARIS, HANS FRANCIS DORONILA",ferrarishansfrancis@yahoo.com,qdiagnosticcenter@gmail.com,4911472,,4,3,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1293,A
7,06-1018-21-PIBS-R,6,QPL DIAGNOSTICS AND CLINIC,"BC BLDG., OSMEÑA AVE., BRGY. IV, VICTORIAS CITY, NEGROS OCCIDENTAL",VICTORIAS CITY/NEGROS OCCIDENTAL,09184498-222/0922-835-5026,"BUYCO, CHARLES MICHAEL A.",charlesbuyco@yahoo.com,qplvictorias@outlook.com,4985650,,3,1,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1294,HS
7,06-0771-20-PIBS-R,6,QUALIMED HOSPITAL - ILOILO,"3F QUALIMED HOSP., AYALA ATRIA PARK DISTRICT, DON DONATO PISON AVE, SAN RAFAEL, MANDURRIAO, ILOILO CITY, ILOILO",ILOILO CITY / ILOILO,09171448626/63-033-500-400 loc 5312,"SOMBONG, ANNA VICTORIA JAVATO",,qualimedlab@yahoo.com,4912312,,3,3,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1295,A
7,06-0941-20-PIBS-R,6,QUBE DIAGNOSTIC LABORATORY,"QUISUMBING CLINIC, 124 LOCSIN-BROCE STREET, BARANGAY 2, SAN CARLOS CITY, NEGROS OCCIDENTAL",SAN CARLOS CITY / NEGROS OCCIDENTAL,09665393149/034-729-8499,"GADINGAN, DONALDSON M.",dmgpathologist@yahoo.com,qubediagnosticlab@gmail.com,4916536,,2,2,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1296,HS
7,06-1361-19-PIBS-R,6,REAL MEDICAL LABORATORY AND DIAGNOSTIC CENTER DRUG TESTING FACILITY,"PEÑARANDA ST. BAYBAY SUR, MIAGAO",ILOILO/ILOILO,09778997555/0333152337,"BIEREN, MARIANETTE NOELLE MESIAS",reallabDC16@gmail.com,reallabDC16@gmail.com,4879798,,1,3,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1297,HS
7,06-0269-20-PIBS-R,6,RED SHIELD CLINICAL LABORATORY,"3F, ROOM F, E.L. SORIANO BLDG, LACSON ST., BRGY 18, BACOLOD CITY, NEGROS OCCIDENTAL",BACOLOD CITY/NEGROS OCCIDENTAL,09224612863/09189012302,"VILLANUEVA, WALTER DE LEON",waltervmd@yahoo.com,redshieldcl@yahoo.com.ph,4919837,,1,3,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1298,HS
7,06-0775-20-GIBS-R,6,ROXAS MEMORIAL PROVINCIAL HOSPITAL ,"ARNALDO BOULEVARD, ROXAS CITY, CAPIZ",ROXAS CITY/ CAPIZ,09981816926/09324367099,"TAN, JULIA P. SY",juliapsytan@gmail.com,rmph.drugtesting@gmail.com,4912343,,0,3,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1299,HS
7,06-1371-20-PIBS-R,6,SAINT JUDE MEDICAL AND CLINICAL LABORATORY,"COR. OSMEÑA AVE., GONZAGA ST, BRGY 1., VICTORIAS CITY, NEGROS OCCIDENTAL",VICTORIAS CITY/NEGROS OCCIDENTAL,09561560551/09173106862,"MONTES, LENI GALO",lenimontes@yahoo.com,stjudevictorias@yahoo.com,4919826,,0,3,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1300,HS
7,06-0242-19-PIBS-R,6,SILAY DIAGNOSTIC CENTER,"N10-12 PRINCE HYPERMART BLDG., ANTONIO LUNA ST. BRGY I",SILAY/NEGROS OCCIDENTAL,09322370115/09189306221,"FERRARIS, HANS FRANCIS DORONILA",ferrarishansfrancis@yahoo.com,silaydiagnosticcenter@yahoo.com,4875106,,3,3,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1301,A
7,06-0826-21-PIBS-R,6,"SOUTH BACOLOD GENERAL HOSPITAL AND MEDICAL CENTER, INC.","ARANETA HIGHWAY, PAHANOCOY, BACOLOD CITY, NEGROS OCCIDENTAL",BACOLOD CITY/NEGROS OCCIDENTAL,09176523933/0347042911,"FERRARIS, HANS FRANCIS DORONILA",laboratory.sbgh@gmail.com,laboratory.sbgh@gmail.com,4980915,,4,3,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1302,A
7,06-0272-20-PIBS-R,6,SOUTH HEALTH CLINICAL LAB AND SOUTH HEALTH MEDICS PHARMA,"SOUTH HEALTH BUILDING, TAN LORENZO STREET, BRGY 3. KABANKALAN CITY, NEGROS OCCIDENTAL",KABANKALAN CITY / NEGROS OCCIDENTAL,09465064511/0344712570,"LAYDA, ERIBERTO RELIQUIAS",shdtl17@yahoo.com,shdtl17@yahoo.com,4896791,,5,3,8,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1303,A
7,06-XXXX-XX-XXXX-X,6,ST. ANNE DRUG TESTING CENTER,"365 CAPITOL SITE, KALIBO, AKLAN",KALIBO/AKLAN,09208033205/0362689643,"SARUSAD, EDGAR ALLAN A.",,stanne_clinic@yahoo.com,4886703,,2,3,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1304,HS
7,06-0564-20-PIBS-R,6,STATLAB INC.,CORNER GEN. LUNA-IBARRA STS. VILLA ANITA,ILOILO CITY / ILOILO,09091284349/3362693,"TIONGSON, MA. VICTORIA SALDAÑA",ustmd01@gmail.com,statlabinc@yahoo.com,4883012,,2,3,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1305,HS
7,06-0273-20-PIBS-R,6,"SUPERCARE MEDICAL SERVICES, INC. (ILOILO BRANCH)","3/F 22 MANFRED'S PLACE, GEN. LUNA ST., ILOILO CITY, ILOILO",ILOILO CITY / ILOILO,09183441391/033335-30-51,"SALAZAR, MA. IRIS VERGARA",lab.iloilo@supercare.com.ph,lab.iloilo@supercare.com.ph,4901557,,0,3,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1306,HS
7,06-XXXX-XX-XXXX-X,6,"THE DOCTOR'S HOSPITAL, INC. DRUG TESTING LABORATORY","LABORATORY DEPARTMENT, THE DOCTOR'S HOSPITAL INC. B.S. AQUINO DRIVE, BACOLOD CITY, NEGROS OCCIDENTAL",BACOLOD CITY/NEGROS OCCIDENTAL,034468-2100 LOCAL:1138/1139,"MONTES, LENI GALO",laboratory@thedoctorshospital.com,laboratory@thedoctorshospital.com,4904185,,5,2,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1307,A
7,06-XXXX-XX-XXXX-X,6,THE RIVERSIDE MEDICAL CENTER INC. (UNA KONSULTA),SM CITY(SOUTH WING) LUZURIAGA STREET,BACOLOD CITY/NEGROS OCCIDENTAL,09954686401/4354052,"ZERRUDO, MELANIE ROSE BUENAFE",mbzerrudo@yahoo.com,rdrstrn@yahoo.com,4863966,,4,2,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1308,A
7,06-0247-20-PIBS-R,6,"TRANSNATIONAL MEDICAL AND DIAGNOSTIC CENTER, INC.","E. LOPEZ STREET JARO ILOILO CITY, ILOILO",ILOILO CITY / ILOILO,09175681814/503-7406/09175681814,,jennifer.murga@tmdc.ph,jennifer.murga@tmdc.ph,4914046,,2,3,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1309,HS
7,06-XXXX-XX-XXXX-X,6,VILLANUEVA CLINICAL LABORATORY,#8 16TH LACSON ST.,BACOLOD CITY/NEGROS OCCIDENTAL,09189012302/0344335277,"VILLANUEVA, WALTER DE LEON",waltervmd@yahoo.com,waltervmd@yahoo.com,4858009,,6,1,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1310,A
7,06-0544-19-GIBS-R,6,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,"E. LOPEZ ST. JARO, ILOILO CITY",ILOILO CITY / ILOILO,0333202431/3360576,"SOMBONG, ANNA VICTORIA JAVATO",avjsombong@yahoo.com,wvsumc.drugtestinglaboratory@gmail.com,4843677,,2,3,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1311,HS
7,06-1141-19-GIBS-R,6,WESTERN VISAYAS MEDICAL CENTER DRUG TESTING LABORATORY,"Q. ABETO STREET MANDURRIAO, ILOILO, ILOILO",ILOILO/ILOILO,09173159367/0333213545,"ABELLO, STEPHANIE ALMIRA",babymax2271@yahoo.com,wvmedtl2@yahoo.com,4916922,,0,3,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1312,HS
7,06-0545-19-PIBS-R,6,YGEIA MEDICAL CENTER INC. (BACOLOD BRANCH),PASEO VERDE LACSON DRIVE MANDALAUAN,BACOLOD CITY/NEGROS OCCIDENTAL,458-39-69,"BUYCO, CHARLES MICHAEL A.",ygeia@ygeiamed.com.ph,,4849524,,6,0,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1313,A
8,07-1570-20-GFSS-R,7,"53RD EBDE, PHILIPPINE ARMY DRUG TESTING CENTER","53RD CAMP, LAPULAPU, APAS, CEBU CITY",CEBU CITY / CEBU,,"AGTUCA JR., CHAMBERLAIN I.",ogtwo_ebde@gmail.com,,4964664,25/03/2021,4,3,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1314,A
8,07-1418-20-PIBS-R,7,ACCUMED DIAGNOSTIC AND HEALTH SERVICES,"2F NGA BLDG. PUEBLO VERDE, MEZ II, BASAK, LAPU-LAPU CITY, CEBU",LAPU LAPU CITY/CEBU,09214268097/ 494-1030,"RUSIA-UY, RUBY OHAYAS",ubings@yahoo.com,accumedopon@gmail.com,4919553,,5,2,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1315,A
8,07-1373-20-PIBS-R,7,"ACTIVEONE HEALTH, INC.","G/F 12 BLDG. JOSE MARIA DEL MAR ST. I.T. PARK, LAHUG, CEBU CITY",CEBU CITY / CEBU,09178680142/ 09958738754,"LIM, MARIA KARISSA GUANTERO",gift.quintanilla@activeonehealth.com,gift.quintanilla@activeonehealth.com,4919578,,2,3,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1316,HS
8,07-0275-20-PIBS-R,7,ADVANCE HEALTH SERVICES COOPERATIVE ,"PCF BLDG., 20 GOV. M. ROA ST. CAPITOL SITE, CEBU CITY, CEBU",CEBU CITY / CEBU,0933671757/(032)2384693,ALMA E. MALILONG,lab.ahscoop@gmail.com,lab.ahscoop@gmail.com,4913426,,3,2,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1317,HS
8,07-1504-19-PFSS-I,7,ALBTEC DRUG TESTING CENTER,"SAN VICENTE ST., BOGO CITY, CEBU (AT THE BACK OF PNB)",BOGO CITY/ CEBU,90721718047,JUDITO G. CABALLERO,juditocab@yahoo.com,kate.tecson01@gmail.com,4879627,,3,3,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1318,A
8,07-1526-20-PIBS-R,7,"ALLEGIANT REGIONAL CARE HOSPITALS, INC.","SITIO MALINAO, BARANGAY AGUS LAPU-LAPU CITY, CEBU",LAPU LAPU CITY/CEBU,09286338128/(032)4934248,MARK ANTHONY F. SON,collared123@gmail.com,archospitals.laboratory@outlook.com,4879626,,4,3,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1319,A
8,07-1237-20-PFSS-R,7,ALPHA DIAGNOSTIC CENTER -  TAYTAY,"AT THE BACK OF LTO TAYTAY, DANAO CITY, CEBU",DANAO CITY/CEBU,(032)254-7305,"MARTINEZ, SEBASTIAN GAISKA L.",alphalaboratoy@yahoo.com,jelen2214@gmail.com,4893513,,0,1,1,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1320,E
8,07-1255-20-PFSS-R,7,ALPHA DIAGNOSTIC CENTER - CEBU,"F. RAMOS ST. CORNER GENERAL ECHAVEZ EXIT, CEBU CITY, CEBU",CEBU CITY / CEBU,(032)254-7305,"BIGORNIA, LYDIA ALMADRO",alphalaboratoy@yahoo.com,alphalaboratory@yahoo.com,4891507,,0,3,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1321,HS
8,07-1254-20-PFSS-R,7,ALPHA DIAGNOSTIC CENTER- MACTAN,"UNIT 17, THE ARCADE M.L. QUEZON NATIONAL HI-WAY PAJO, LAPU-LAPU CITY, CEBU",LAPU LAPU CITY/CEBU,09232523689/ 341-3225,"BIGORNIA, LYDIA ALMADRO",alphamactanlab@yahoo.com,alphamactanlab@yahoo.com,4919945,,1,1,2,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1322,E
8,07-XXXX-XX-XXXX-X,7,AMOSUP SEAMEN'S HOSPITAL-CEBU,"CAMINO VICINAL ST., BRGY. UMAPAD, MANDAUE CITY, CEBU",MANDAUE CITY / CEBU,09369048990/(032)2366871,ANNETTE L. SALLILAS,als12993@gmail.com,amosupseamenslabcebu@yahoo.com,4874634,,4,3,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1323,A
8,07-XXXX-XX-XXXX-X,7,AQUILES CLINICAL LABORATORY ,"299 R. BOYLES ST. POBLACION UBAY, BOHOL",UBAY / BOHOL,09176711257/038-5010846,SEBASTIAN G. MARTINEZ,,AquilesClinicalLaboratory@gmail.com,4840781,,4,2,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1324,A
8,07-1254-19-PIBS-I,7,AVENTUS MEDICAL CARE INC. (CYBERGATE CEBU),"UNIT 309 AND 302 LEVEL 3, ROBINSONS CYBERGATE, DON GIL GARCIA AND J. LLORENTE ST., CAPITOL SITE CEBU CITY, CEBU",CEBU CITY / CEBU,09396341692/2369028,MARJORIE L. CANG,Laboratory.Cybergate@aventusmedical.com.ph,Laboratory.Cybergate@aventusmedical.com.ph,4842420,,4,1,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1325,HS
8,07-XXXX-XX-XXXX-X,7,B-KRUS DRUG TESTING CENTER,"V. ALBANO ST., BAKILID MANDAUE, CEBU",MANDAUE CITY / CEBU,09569088482/(032)2722350,SEBASTIAN G. MARTINEZ,basti_martinez@yahoo.com,mav2_blisspharm@yahoo.com,4829437,,2,3,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1326,HS
8,07-XXXX-XX-XXXX-X,7,"B. N. GOTHONG HEALTHCARE SOLUTIONS, INC.","UNIT 1 & 2 ALPA CENTRUM, LOPEZ JAENA ST. SUBANGDAKU MANDAUE, CEBU",MANDAUE CITY / CEBU,09173052478/(032)2392684,RUBY O. RUSIA-UY,ubings@yahoo.com,chasedy@yahoo.com,4839835,,2,3,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1327,HS
8,07-0570-20-GIBS-R,7,BAIS CITY HEALTH CLINICAL AND DRUG TESTING LABORATORY,"LAUREL ST., BAIS CITY, NEGROS ORIENTAL",BAIS CITY / NEGROS ORIENTAL,9258749809,"MCINTIRE, ROGELIO SINOAG",N/A,Lojeda496@yahoo.com,4893530,,4,2,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1328,A
8,07-0088-20-PFSS-R,7,BANAWAN DRUG TESTING CENTER,"1021 ZAMORA ST., UBOS, BANAWAN, NEGROS ORIENTAL",BANAWAN/NEGROS ORIENTAL,09173142914/(035)40-9010,"DE JESUS, NOEL C.",noelcdj@hotmail.com,mclas1260@yahoo.com,4888248,,0,2,2,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1329,E
8,07-0550-20-PIBS-R,7,BEST DIAGNOSTIC CORPORATION- BOHOL BRANCH,"#0029 M. PARRAS ST. POBLACION II, TAGBILIRAN CITY, BOHOL",TAGBILIRAN CITY / BOHOL,09178010162/ 09088921435/ 412-7280/ 427-1720,"PERMITES, JANE ELANOR LAGARE",bestbohol13@gmail.com,bestbohol13@gmail.com,4918452,,4,1,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1330,HS
8,07-XXXX-XX-XXXX-X,7,BOGO LGU DRUG TESTING CENTER,"GAIRAN, BOGO CITY, CEBU",BOGO CITY/ CEBU,9177063496,"PALAY, RENE GALO MATARLO",shelleycoming@yahoo.com,shelleycoming@yahoo.com,4919574,,3,0,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1331,HS
