region_id,la,region,acc,name,address,contact,email,or,rate,perf,no
5,WMTL-PT-21-C1-4B-0103,4B,04B-376-18-30-H1-2,LUNA GOCO MEDICAL CENTER,"J.P. Rizal St. Calapa City, Oriental Mindoro",0999-4132409 / (043) 286-2473,lgmcpathology@gmail.com,4919932,0,Excellent,WMTLPT-21-4B0092 
6,WMTL-PT-21-C1-5-0104,5,05-002-17-LW-1,BICOL-SOUTH LUZON SUB NATIONAL REFERENCE LABORATORY,"Bicol Regional Diagnostic and Reference Laboratory Complex Brith Compound, Legazpi City",0915-7544766 / (052) 742-2600,dohroV_phrl@yahoo.com,4916535,0,Excellent,WMTLPT-21-50093 
6,WMTL-PT-21-C1-5-0105,5,05-002-19-LW-1,CAMARINES NORTE WATER DISTRICT LABORATORY,"Vinzons Avenue, Lag-On, Daet, Camarines Norte",0998-8423856 / (054) 440-3502 LOC 611,cnwdlab@gmail.com,4910729,0,Excellent,WMTLPT-21-50094 
6,WMTL-PT-21-C1-5-0106,5,05-001-14-LW-R,CAMARINES SUR PHO WATER ANALYSIS LABORATORY,"Banasi, Bula, Camarines Sur",0905-4261494 ,annieorbon@gmail.com,4910741,0,Excellent,WMTLPT-21-50095 
6,WMTL-PT-21-C1-5-0107,5,05-002-17-LW-I,DOST V - RSTL,"Regional Center Site, Rawis, Legazpi, Albay",0917-7099445 / (052) 742-0911,dost5rstl@gmail.com,4918850,1,Highly Satisfactory,WMTLPT-21-50096 
6,WMTL-PT-21-C1-5-0109,5,05-001-16-LW-1,METROPOLITAN NAGA WATER DISTRICT,"40 J. Miranda Avenue, Naga City, Camarines Sur",0995-5107391 / 472-1685 loc 122,mnwaterdistrict@yahoo.com,4914484,0,Excellent,WMTLPT-21-50097 
6,WMTL-PT-21-C1-5-0110,5,05-05-030-14-100-H2-1,SORSOGON PROVINCIAL HOSP. (DFBDSMH),"Diversion Road, Macabog, Sorsogan City",056-211-01-95,dfbdsmh.lab@gmail.com,4919042,1,Highly Satisfactory,WMTLPT-21-50098 
7,WMTL-PT-21-C1-6-0112,6,06-001-19-LW-2,AKLAN FOOD AND WATER TESTING LABORATORY,"Right Wing, Provincial Capitol, Annex Building, Kalibo, Aklan",0999-9961522 / (036)268-1510,akenrolaboratory@yahoo.com.ph,4919505,0,Excellent,WMTLPT-21-60099 
7,WMTL-PT-21-C1-6-0113,6,06-001-20-LW-2,"ASTS ANALYTICAL SOLUTIONS AND TECHNICAL SERVICES ILOILO, INC.","Jalandoni Estate, Lapuz, Iloilo City",0917-3058082 / (033) 5014269,astslabiloilo@yahoo.com,4876110,0,Excellent,WMTLPT-21-60100 
7,WMTL-PT-21-C1-6-0114,6,06-004-19-LW-1,BACIWA WATER LABORATORY,"Corner Galo-San Juan Streets, Brgy 12 Bacolod City, Negros Occidental",0917-5503600 / (034) 4334629,waterqualitydivision@baciwa.gov.ph,4883033,0,Excellent,WMTLPT-21-60101 
7,WMTL-PT-21-C1-6-0115,6,1***,"CENTRALIZED ANALYTICAL LABORATORY, LABORATORY FACILITIES FOR ADVANCED AQUACULTURE TECHNOLOGIES, SOUTHEAST ASIAN FISHERIES DEVELOPMENT CENTER-AQUACULTURE DEPARTMENT","Brgy. Buyu-an, Tigbauan, Iloilo",0956-3287913 / +63-335119170-71 loc 1112/1115,jafelera@seafdec.org.ph,4919522,0,Excellent,WMTLPT-21-60102 
7,WMTL-PT-21-C1-6-0116,6,06-003-20-LW-2,CPU WATER LABORATORY,"Lopez Jaena St. Jaro, Iloilo City",0966-1384709 / 329-1971 loc 1085 loc 3267,dpescos@yahoo.com,4919602,1,Highly Satisfactory,WMTLPT-21-60103 
7,WMTL-PT-21-C1-6-0117,6,06-002-20-LW-1,DOST-REGION VI REGIONAL STANDARDS AND TESTING LABORATORY,"Magsaysay Village, La Paz, Iloilo City",0908-891-7085 / (033) 320-0907 loc 108,dost6rstl@gmail.com,4901602,1,Highly Satisfactory,WMTLPT-21-60104 
7,WMTL-PT-21-C1-6-0119,6,06-002-18-LW-2,JB FASTEST WATER TEST CO.,"78 Hechanova Street, Brgy. Nabitasan, Lapaz, Iloilo City",0917-7995617 / (033) 5094164,jbwaterlab@yahoo.com,4904770,0,Excellent,WMTLPT-21-60105 
7,WMTL-PT-21-C1-6-0120,6,06-002-19-LW-1,MALAY MUNICIPAL HEALTH OFFICE CLINICAL LABORATORY,"Poblacion, Malay, Aklan",0939-9023361 / (036) 2888718,mhomalay@gmail.com,4914724,1,Highly Satisfactory,WMTLPT-21-60106 
7,WMTL-PT-21-C1-6-0123,6,06-004-18-LW-2,"W. J. VILLANUEVA, INC ","#8 16th Lacson Street, Bacolod City, Negros Occidental",(034) 4333935,advcl1031@yahoo.com,4742812,1,Highly Satisfactory,WMTLPT-21-60107 
7,WMTL-PT-21-C1-6-0124,6,06-06-089-14-300-H3-I,WESTERN VISAYAS MEDICAL CENTER,"Q. Abeto Street Mandurriao, Iloilo City",0917-7200915 / 321-2841 loc 239,wateranalysiswvmc@gmail.com,4913299,1,Highly Satisfactory,WMTLPT-21-60108 
8,WMTL-PT-21-C1-7-0125,7,07-025-1820-LW-2,ALTECE MACTAN WATER TESTING LABORATORY,"Rm 201 711 Building, M. L. Quezon, National Highway, Brgy. Pajo, Lapu-lapu City, Cebu",0944-2034617 / 032-343-4857,altecemactan.lab@gmail.com,4923573,0,Excellent,WMTLPT-21-70109 
8,WMTL-PT-21-C1-7-0126,7,07-WTL-2019-001-G,BOHOL PROVINCIAL HEALTH OFFICE WATER TESTING LABORATORY,"J.A. Clarin St., DAO District Tagbilaran City, Bohol",9172556418,joneffersordilla@yahoo.com,4948610,0,Excellent,WMTLPT-21-70110 
8,WMTL-PT-21-C1-7-0127,7,07-0447-19-H3-2,"CEBU (VELEZ) GENERAL HOSPITAL, INC.","41 F. Ramos Street, Cebu City",0926-6336559 / (032) 253-1872 loc 511,velezlaboratory@yahoo.com,4914725,0,Excellent,WMTLPT-21-70111 
8,WMTL-PT-21-C1-7-0128,7,07-WTL-2018-001-P,"CEBU AGUA LAB., INC.","Unit 2 J Frecstar Arcade H. cortes St.  Subang Daku, Mandaue",0906-9029261 / 032-422-7275,cebuagualabinc@gmail.com,4912333,0,Excellent,WMTLPT-21-70112 
8,WMTL-PT-21-C1-7-0129,7,07-WL-2014-005-G,CEBU CITY HEALTH DEPARTMENT ,"Gen. Maxilom Ave. Ext. Carreta, Cebu City ",0968-6156184,mandc29@yahoo.com,4970057,0,Excellent,WMTLPT-21-70113 
8,WMTL-PT-21-C1-7-0130,7,07-009-1820-LW-2,ENVIRONMENTAL - HEALTH LABORATORY SERVICES COOPERATIVE,"2nd Flr. 057-A 5th Sun Valley Drive Brgy. Calamba, V. Rama Ave. Cebu City",0917-8324760 / 0917-3118643 / 02-89202300,hr.ehlscooperative@gmail.com,4919078,0,Excellent,WMTLPT-21-70114 
8,WMTL-PT-21-C1-7-0131,7,07-001-19-LW-2,HEALTH CARE DIAGNOSTIC CENTER,"2nd floor Rm 26 New Sacred Heart Pharmacy Bldg. Northroad Caro, Dumaguete City, Negros Oriental",0917-5893484 / (035) 422-2189,hcdc_888@yahoo.com,4897206,1,Highly Satisfactory,WMTLPT-21-70115 
8,WMTL-PT-21-C1-7-0132,7,-,INTERTEK TESTING SERVICES PHILS. INC.,"Door 3 TTI Building, North Road, Tabok, Mandaue City, Cebu",0998-9607162 / (032) 236-4762,shiela.virgo@intertek.com,4695408,0,Excellent,WMTLPT-21-70116 
8,WMTL-PT-21-C1-7-0133,7,07-003-19-LW-2,"MACTAN ROCK INDUSTRIES, INC.","Suba-Masulog, Basak, Lapu-Lapu City, Cebu",0999-2264587 / (032) 496-8100,lab.operations@mactanrock.com,4920746,2,Acceptable,WMTLPT-21-70117 
8,WMTL-PT-21-C1-7-0134,7,07-WTL-2018-005-G,METROPOLITAN CEBU WATER DISTRICT,"Nasipit Talambaw, Cebu City",0923-3385936 / 032-3444384,arlilourdes@yahoo.com     helena@mcwd.gov.ph,4745916,1,Highly Satisfactory,WMTLPT-21-70118 
8,WMTL-PT-21-C1-7-0135,7,07-WTL-2018-002-P,"OSTREA MINERAL LABORATORIES, INC. - CEBU","RJ Ouano Bldg. M.C. Briones St. Bakilid, Mandaue City",0998-5798461 / (032) 343-6472,gcborreta@ostrealabs.com.ph,4850604,0,Excellent,WMTLPT-21-70119 
8,WMTL-PT-21-C1-7-0136,7,07-006-2018-LW-2,"SGS PHILIPPINES, INC (CEBU)","Maximo Patalinhug Jr. Avenue, Basak, Lapu-Lapu City, Cebu",0917-8739156 / 0917-8033161,neriza.ramos@sgs.com/jonalyn.tolenetino@sgs.com,4911969,2,Acceptable,WMTLPT-21-70120 
8,WMTL-PT-21-C1-7-0137,7,07-WTL-2018-004-P,TALISAY WATER LABORATORY,"Sangi Street, Tabunok. Talisay City, Cebu",0923-6758968 / (032) 272-4625,talisaywaterlab@yahoo.com,4702424,0,Excellent,WMTLPT-21-70121 
8,WMTL-PT-21-C1-7-0138,7,07-001-20-LW-2,THE FIRST ANALYTICAL SERVICES AND TECHNICAL COOPERATIVE (F.A.S.T LAB),"Hi-way Central Building, M.C. Briones Highway, Brgy. Guizo, Mandaue City, Cebu",0917-5626231 / (032) 343-3599,fastmandaue@gmail.com,4881359,0,Excellent,WMTLPT-21-70122 
8,WMTL-PT-21-C1-7-0139,7,07-WTL-2017-001-P,UNIVERSITY OF SAN CARLOS - WATER LABORATORY,"Nasipit Talamban, Cebu",(032) 345-3811,waterlab@usc.edu.ph,4901605,0,Excellent,WMTLPT-21-70123 
8,WMTL-PT-21-C1-7-0140,7,-,VICENTE SOTTO MEMORIAL MEDICAL CENTER,B. Rodriguez St. Cebu City,0920-9707690 / (032) 263-5349,vsmmcdeptpatho@gmail.com,4919934,0,Excellent,WMTLPT-21-70124 
9,WMTL-PT-21-C1-8-0141,8,,BILIRAN PROVINCIAL HOSPITAL WATER TESTING LABORATORY,"Castin St., Naval, Biliran",0917-3226305 ,leahmalagao@yahoo.com,4936749,1,Highly Satisfactory,WMTLPT-21-80125 
9,WMTL-PT-21-C1-8-0142,8,WMTLPT-19-80059,DEPARTMENT OF SCIENCE AND TECHNOLOGY - 8 REGIONAL STANDARDS AND TESTING LABORATORY,"Government Center, Candahug, Palo, Leyte",0917-501-2804 / (053) 888-0948,moradam516@yahoo.com,4911469,1,Highly Satisfactory,WMTLPT-21-80126 
9,WMTL-PT-21-C1-8-0143,8,-,EASTERN VISAYAS REGIONAL MEDICAL CENTER,"Brgy. 1&4 Magsaysay Blvd., Tacloban City, Leyte",0917-7954304 / (053) 832-0920,ernexusmir@yahoo.com,4909588,0,Excellent,WMTLPT-21-80127 
9,WMTL-PT-21-C1-8-0144,8,08-001-19-LW-1,PRIMEWATER LEYTE METRO WATER ANALYSIS LABORATORY,"Brgy. Hibunawon, Jaro, Leyte",0977-8371075,lansoy07@gmail.com,4909587,2,Acceptable,WMTLPT-21-80128 
9,WMTL-PT-21-C1-8-0145,8,08-018-16-LW-2,SALVACION OPPUS YÑIGUEZ MEMORIAL PROVINCIAL HOSPITAL,"Brgy. Dongon, Maasin, Southern Leyte",0923-9958431,pangilinan**laida@yahoo.com***,4922602,2,Acceptable,WMTLPT-21-80129 
10,WMTL-PT-21-C1-9-0146,9,09-018-1820-LW-1,DOST IX - REGIONAL STANDARDS AND TESTING LABORATORIES,"Pettit Barracks Zamboanga City, Zamboanga Del Sur",0917-718-3647 / (062) 9911024,jovitaapduhan@gmail.com,4910048,0,Excellent,WMTLPT-21-90130 
10,WMTL-PT-21-C1-9-0147,9,09-08-18-CL-2,THE AGAPE HEALTH CARE CENTER,"35 F. Herrera ST. corner T. Claudio St. Miputak, Dipolog City",0998-9758091 / (065) 212-7055,agape.health@yahoo.com,4878365,0,Excellent,WMTLPT-21-90131 
10,WMTL-PT-21-C1-9-0148,9,09-003-1820-LW-1,ZAMBOANGA CITY MEDICAL CENTER,"Dr. Evangelista Str. Sta. Catalina, Zamboanga City, Zamboanga Del Sur",0917-7976284 / 062-9912934,zcmc.wtl@yahoo.com,4918846,1,Highly Satisfactory,WMTLPT-21-90132 
10,WMTL-PT-21-C1-9-0149,9,09-019-16-LW-1,ZAMBOANGA DEL NORTE MEDICAL CENTER,"National Highway, Sicayab, Dipolog City, Zamboanga Del Norte",0919-7133054 / (065) 212-5084,znmc_lab@yahoo.com,4919821,2,Acceptable,WMTLPT-21-90133 
11,WMTL-PT-21-C1-10-0150,10,10-001-18-LW-2,AJ H2O MICRO LAB,"P-5 Casisang, Malaybalay City, Bukidnon",0917-8378400,aj_microlab@yahoo.com,4918847,1,Highly Satisfactory,WMTLPT-21-100134 
11,WMTL-PT-21-C1-10-0151,10,10-006-2022-LW-1,DOST X - REGIONAL STANDARDS AND TESTING LABORATORIES,"J.V. Seriña Street, Cagayan De Oro, Misamis Oriental",0906-3489519 / (088) 855-0081,dost10rstl@gmail.com,4919940,2,Acceptable,WMTLPT-21-100135 
11,WMTL-PT-21-C1-10-0152,10,10-014-16-LW-2,ENVIRONMENTAL - HEALTH LABORATORY SERVICES COOPERATIVE (CAGAYAN DE ORO),"219 Corrales Extension, Barangay 22, Cagayan De Oro City, Misamis Oriental",0977-8020027,-,4918917,2,Acceptable,WMTLPT-21-100136 
11,WMTL-PT-21-C1-10-0153,10,10-0186-20-H2-A,MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL WATER TESTING LABORATORY,"Independence St. Lower Langcangan, Oroquieta City, Misamis Occidental",0908-5927902 / 09107865387 / (088) 531-2244 to 2245,mophlaboratory2017@yahoo.com,4904188,2,Acceptable,WMTLPT-21-100137 
11,WMTL-PT-21-C1-10-0154,10,10-002-2022-LW-1,MICROBIOLOGY RESEARCH LABORATORY,"College of Veterinary Medicine, Central Mindanao University, Musuan, Maramag, Bukidnon",0927-620-3898,airishjanerisma@gmail.com,4927043,1,Highly Satisfactory,WMTLPT-21-100138 
11,WMTL-PT-21-C1-10-0155,10,283*,MISAMIS UNIVERSITY MEDICAL CENTER,"Bagakay Ozamiz City, Misamis Occidental",0928-7726367 / (088) 5212411 loc 102,sweety_irea@yahoo.com,4901608,2,Acceptable,WMTLPT-21-100139 
11,WMTL-PT-21-C1-10-0156,10,-,"OSTREA MINERAL LABORATORIES, INC.","205 Tres Montañas Business Complex, JR Borja Ext. Gusa, Cagayan de Oro, Misamis Oriental",0917-8703636 / (088) 880-9070,omli.mindanao@gmail.com,4850602,2,Acceptable,WMTLPT-21-100140 
11,WMTL-PT-21-C1-10-0158,10,10-005-16-LW-2,THE FIRST ANALYTICAL SERVICES AND TECHNICAL COOPERATIVE (F.A.S.T LAB) - CAGAYAN DE ORO CITY,"281 2F Tan-Leh Bldg. CM Recto Ave., Lapasan, Cagayan De Oro, Misamis Oriental",0917-3753278 / (088) 852-4846 / (088) 880-8574,fastlabcdo@yahoo.com,4881357,1,Highly Satisfactory,WMTLPT-21-100141 
11,WMTL-PT-21-C1-10-0159,10,10-011-2022-LW-1,VALENCIA CITY WATER DISTRICT WATER TESTING LABORATORY,"Purok 17, Poblacion Valencia City, Bukidnon",9270210645,vcwd.h2olab@gmail.com,4953945,1,Highly Satisfactory,WMTLPT-21-100142 
12,WMTL-PT-21-C1-11-0160,11,11-027-1820-LW-2,"AQUA 8 TESTING LAB, INC.","G/F R&T Bldg. J.P. Laurel Ave., Davao City, Davao Del Sur",0919-0734493 / 0975-5976641 / (082) 238-5683,aqua8davao2018@gmail.com,4910744,0,Excellent,WMTLPT-21-110143 
12,WMTL-PT-21-C1-11-0161,11,11-021-1820-1,DAVAO CITY WATER DISTRICT WATER TESTING LABORATORY,"KM 2.5 MacArthur Highway, Matina, Davao City, Davao Del Sur",0933032462 / 082-2353293 loc 1721,laboratory_dcwd@yahoo.com,4912342,2,Acceptable,WMTLPT-21-110144 
12,WMTL-PT-21-C1-11-0162,11,11-01-18-LW-1,DAVAO DEL NORTE PROVINCIAL HEALTH OFFICE WATER LABORATORY,"Government Center Capitol Compound, Mankilam, Tagum City",0948-9906688,rubyrosal53081@gmail.com,4863871,2,Acceptable,WMTLPT-21-110145 
12,WMTL-PT-21-C1-11-0164,11,11-03-17-LW-1,DOST - REGIONAL STANDARDS AND TESTING LABORATORY - DAVAO,"Corner Dumanlas and Friendship Roads, Bajada, Bajada, Davao City, Davao Del Sur",0977-3421481 / (082) 227-1313,mapkabristante.dostxi@gmail.com,4912345,0,Excellent,WMTLPT-21-110146 
12,WMTL-PT-21-C1-11-0165,11,11-02-2022-LW-1,REGIONAL PUBLIC HEALTH LABORATORY,"J. P Laurel Avenue, Buhangin Davao City, Davao Del Sur",(082) 227-2731 loc 5095,jruwateranalysis@gmail.com,4918848,1,Highly Satisfactory,WMTLPT-21-110147 
12,WMTL-PT-21-C1-11-0166,11,11-01-20-LW-1,TAGUM WATER DISTRICT LABORATORY,"National Highway, Mirafuentes District, Magugpo North, Tagum, Davao del Norte",0922-8368864 / (084) 216-6628,tagum_wd@yahoo.com.ph tagumwaterdistrict@gmail.com,4886709,2,Acceptable,WMTLPT-21-110148 
13,WMTL-PT-21-C1-12-0167,12,12-0116-19-H3-1,COTABATO REGIONAL AND MEDICAL CENTER DEPARTMENT OF PATHOLOGY,"Sinsuat Ave. Cotabato City, Maguindanao",0920-9483301 / (064) 421-2340,crmclabh2o@gmail.com,4907215,2,Acceptable,WMTLPT-21-120149 
13,WMTL-PT-21-C1-12-0168,12,12-0001-17-LW-1,GENERAL SANTOS CITY WATER DISTRICT,"E. Fernandez St. Lagao, General Santos City, South Cotabato",0942-5435373 / (083) 552-3824,gscwaterdistrict@yahoo.com,4879632,0,Excellent,WMTLPT-21-120150 
13,WMTL-PT-21-C1-12-0169,12,12-001-19-LW-1,METRO KIDAPAWAN WATER DISTRICT,"National Highway, Brgy. Lanao, Kidapawan City",0933-8507484 / (064) 577-3900,mkwdlab@gmail.com,4910218,2,Acceptable,WMTLPT-21-120151 
13,WMTL-PT-21-C1-12-0170,12,12-0083-19-H2-1,SOUTH COTABATO PROVINCIAL,"Aguinaldo St. Koronadal City, South Cotabato",0917-3256396 / 083-2283206 ,scphlab18@gmail.com,4742318,2,Acceptable,WMTLPT-21-120152 
17,WMTL-PT-21-C1-16-0171,16,16-03-20-H1-1,AGUSAN DEL NORTE  PROVINCIAL HOSPITAL,"Village 2, Libertad, Butuan, Agusan Del Norte",0930-4520792 ,adnphlaboratory@gmail.com,4910746,0,Excellent,WMTLPT-21-160153 
17,WMTL-PT-21-C1-16-0172,16,16-02-19-LW-1,BUTUAN CITY WATER DISTRICT LABORATORY,"Gov. Jose A. Rosales Avenue Butuan City, Agusan Del Norte",0956-0559408 / 0917-1331033 / 085 (342-3145),rockyroadpatrick@yahoo.com,4915764,1,Highly Satisfactory,WMTLPT-21-160154 
17,WMTL-PT-21-C1-16-0174,16,16-0119-LW-1,SAN FRANCISCO WATER DISTRICT WATER TESTING LABORATORY,"Osmeña St. Brgy. 2, San Francisco, Agusan",0917-8670234 / (085) 343-8623,sanfranzwd@gmail.com,4890513,0,Excellent,WMTLPT-21-160155 
17,WMTL-PT-21-C1-16-0175,16,16-01-17-LW-1,SURIGAO METROPOLITAN WATER DISTRICT WATER QUALITY LABORATORY,"Quano, Ceniza Heights, Surigao City, Surigao Del Norte, Surigao City, Surigao Del Norte",086-827-0720,-,4870386,1,Highly Satisfactory,WMTLPT-21-160156 
3,WMTL-PT-21-C1-3-0176,3,03-001-212-LW-2,OPHIR GENPRIME LABORATORIES CO. LTD.,3rd Floor EPL Building General Luna Porac Pampanga ,9171733934,ophir.genprime.lab@gmail.com,5002109 (9-13-21),2,Acceptable,WMTLPT-21-30157 
14,WMTL-PT-21-C1-13-0177,13,13-007-16-LW-2,SL SOLANO WATER TESTING LABORATORY,#11 Pag-asa St. cor A. Bonifacio Brgy San Jose Q.C.,9566574446,,5005154,0,Excellent,WMTLPT-21-130158 
14,WMTL-PT-21-C1-13-0178,13,,MARIKINA CITY CLEAN FOOD AND WATER LABORATORY,"GROUND FLOOR COR. M. CRUZ & KAP. VENCIONG STS., STA ELENA MARIKINA",9611523939,,,0,Excellent,WMTLPT-21-130159 
14,WMTL-PT-21-C1-13-0179,13,,PRECISIONE INTERNATIONAL RESEARCH AND DIAGNOSTIC LABORATORY INC.,SAN JOSE MARILAO ROAD STA ROSA 1 BULACAN,9209707837,,,0,Excellent,WMTLPT-21-130160 
14,WMTL-PT-21-C1--0180,13,13-0014-2123-LW-2,COTECNA ELITE PHILIPPINES INC,94-B NEW WEALTH PROPOERTIES ELECTRONICS AVENUE FTI COMPLEX WESTERN BICUTAN TAGUIG CITY,9950805442,jane.amarille@cotecna.com.ph,,0,Excellent,WMTLPT-21-130161 
