region_id,la,region,acc,name,address,contact,email,lab_email,hol,or,rate,perf,no,,perf_model
7,BACOLOD CITY,VI,06-001-2224-LW-1,BACIWA WATER LABORATORY,"CORNER GALO-SAN JUAN ST., BRGY. 12, BACOLOD CITY, NEGROS OCCIDENTA;",09252403900 / 034 458 7227,laboratory.primewaterbcd@gmail.com,laboratory.primewaterbcd@gmail.com,DAISY V. DESENGAÑO,5410072,0,EXCELLENT,WMTL-PT-24-06073,,E
7,ILOILO CITY ,VI,06-004-2325-LW-2,C.P.U. WATER LAB ,LOPEZ-JAENA ST. ILOILO CITY ,9661384709,waterlab@cpu.edu.ph,waterlab@cpu.edu.ph,c/o DAHLIA H. PESCOS ,5353463,0,EXCELLENT,WMTL-PT-24-06074,,E
7,ILOILO CITY,VI,06-002-17-LW-1,DEPARTMENT OF SCIENCE AND TECHNOLOGY REGION VI REGIONAL STANDARDS AND TESTING LABORATORY,"MAGSAYSAY VILLAGE, LA PAZ, ILOILO CITY, ILOILO",09088917085 / (033) 330 1565 LOC. 108,rstl@ro6.dost.gov.ph,rstl@ro6.dost.gov.ph,MA. LINA B. GELONGA,5416123,0,EXCELLENT,WMTL-PT-24-06075,,E
7,ROXAS,VI,06-001-2325-LW-2,GEM'S AQUA WATER ANALYSIS LABORATORY,"ROXAS, CAPIZ",9956430261,ramirezghninz@gmail.com,ramirezghninz@gmail.com,ELLEN JOY F. DURAN,5421653,2,ACCEPTABLE,WMTL-PT-24-06076,,A
7,ILOILO CITY,VI,06-0001-2123-LW-2,JB FASTEST WATER TEST CO,"78 HECHANOVA ST., NABITASAN, LAPAZ ILOILO", 09177995617 / (033) 5094164,jbwaterlab@yahoo.com,jbwaterlab@yahoo.com,ANELINE P. TOLONES,5300318,0,EXCELLENT,WMTL-PT-24-06077,,E
7,MALAY,VI,06-004-2224-LW-1,MALAY MUNICIPAL HEALTH OFFICE CLINICAL LABORATORY,"AKLAN WEST ROAD, POBLACION, MALAY, AKLAN",09399023361 / (036) 288 8783/8718,mhomalay@gmail.com,mhomalay@gmail.com,ELLEN JOY F. DURAN,5391473,0,EXCELLENT,WMTL-PT-24-06078,,E
7,BACOLOD CITY,VI,06-0002-2123-LW-2,NEGROS PRAWN PRODUCERS COOPERATIVE ANALYTICAL AND DIAGNOSTIC LABORATORY,"DOOR 1 & 2, NOLFKI BLDG. 6TH ST, BRGY 7, BACOLOD CITY, NEGROS OCCIDENTAL",09398290944 / (034) 433-2131,r.usero@yahoo.com,r.usero@yahoo.com,ROSELYN C. USERO,5368502,1,HIGHLY SATISFACTORY,WMTL-PT-24-06079,,HS
7,BACOLOD CITY,VI,06-06-089-14-300-H3-1,WESTERN VISAYAS MEDICAL CENTER,"Q. ABETO ST., MANDURRIAO, ILOILO CITY",09177200915 / (033) 321-2841 LOC. 239 OR 236,wateranalysiswvmc@gmail.com,wateranalysiswvmc@gmail.com,MA. BEMERLY P. JARDIOLIN-SIRA,5311598,1,HIGHLY SATISFACTORY,WMTL-PT-24-06080,,HS
8,ILOILO CITY,VII,07-03-2022-LW-1,BOHOL PROVINCIAL HEALTH OFFICE WATER TESTING LABORATORY,"DAO DISTRICT, TAGBILARAN CITY, BOHOL",09433074468 / 09208954965,boholwaterlaboratory@gmail.com,boholwaterlaboratory@gmail.com,GREG JULIUS D. SODUSTA,5405599,1,HIGHLY SATISFACTORY,WMTL-PT-24-07081,,HS
8,TAGBILARAN CITY,VII,07-WL-2014-005-G,CEBU CITY HEALTH DEPARTMENT,"GEN. MAXILOM AVE. EXT., CARRETA, DEBU CITY, CEBU",9955576351,ccgd.laboratory@gmail.com,ccgd.laboratory@gmail.com,ALICE MARIE L. AYCARDO,5406185,0,EXCELLENT,WMTL-PT-24-07082,,E
8,CONSOLACION,VII,07-020-2325-LW-2,CEBU LABORATORY WATER TESTING SERVICES ,"2F-8 LARAY ROAD CANSAGA CONSOLACION, CEBU ",9186492206,safewatercebu@gmail.com,safewatercebu@gmail.com,DR. JUDITO CABALLERO,,0,EXCELLENT,WMTL-PT-24-07083,,E
8,CEBU CITY,VII,07-007-2224-LW-1,DOH CENTRAL VISAYAS WATER TESTING LABORATORY,"DOH CVCHD, CEBU SOUTH ROAD PROPERTIES, CEBU CITY, CEBU",9275548237,watertestinglab@ro7.doh.gov.ph,watertestinglab@ro7.doh.gov.ph,ALMA E. MALILONG,5379007,1,HIGHLY SATISFACTORY,WMTL-PT-24-07084,,HS
8,MANDAUE,VII,0707-WL-2,FAST LABORATORIES - CEBU,"MC BRIONES ST., HI-WAY GUIZO, MANDAUE, CBEU",09176238797 / 09175626231,fastmandaue@gmail.com,fastmandaue@gmail.com,,5296389,2,ACCEPTABLE,WMTL-PT-24-07085,,A
8,DUMAGUETE,VII,07-04-2022-LW-2,HEALTH CARE DIAGNOSTIC CENTER,"2ND FLR GOBONSENG BLDG FRONTING NOPH NORTHROAD DARO, DUMAGUETE, NEGRO ORIENTAL",09175893484 / (035) 422-2189,hcdc_888@yahoo.com,hcdc_888@yahoo.com,LEOPOLDO R. HORTALEZA JR,5300320,2,ACCEPTABLE,WMTL-PT-24-07086,,A
8,MANDAUE,VII,07-01-2022-LW-2,INTERTEK TESTING SERVICES PHILIPPINES INC,"DOOR 3, TTI BLDG., NORTHROAD, TABOK, MANDAUE, CEBU",09989607163 / (032) 252-1030,food.cebu@intertek.com,food.cebu@intertek.com,SHIELA MARIE D. VIRGO-SALINAS,5300422,2,ACCEPTABLE,WMTL-PT-24-07087,,A
8,LAPU-LAPU CITY,VII,07-05-2022-LW-2,"MACTAN ROCK INDUSTRIES, INC.","SUBA BASBAS, LAPU-LAPU CITY, CEBU",09992264587 / (037) 268-2432,lab.operations@mactanrock.com,lab.operations@mactanrock.com,CORAZON M. YGOÑA,5413707,2,ACCEPTABLE,WMTL-PT-24-07088,,A
8,MANDAUE CITY,VII,07-018-2224-LW-2,MANDAUE LABORATORY WATER TESTING SERVICES,"UNIT 305 AWPM BLDG., MC BIRONES ST., MANDAUE CITY, EBU",09680019813 / (032) 503-5636,mandauewaterlab@gmail.com,mandauewaterlab@gmail.com,THEODORE M. ZAMORA,5405619,0,EXCELLENT,WMTL-PT-24-07089,,E
8,DUMAGUETE,VII,07-024-2325-LW-2,"METRO PACIFIC DUMAGUETE WATER SERVICES, INC.","L2 ANNEX SCWD BLDG., DIEGO DE LA VIÑA ROAD, DARO, DUMAGUETE, NEGROS ORIENTAL",09189471648 / (35) 522-1263 LOC 405,lab@dgtwater.com,lab@dgtwater.com,CAMILLE MARIE E. CABRERA,5369617,2,ACCEPTABLE,WMTL-PT-24-07090,,A
8,CEBU CITY,VII,07-WTL-2018-005-G,METROPOLITAN CEBU WATER DISTRICT,"NASIPIT TALAMBAN, CEBU",09568472981 / 2548434-39 LOC 800/801,orlilourdesm@yahoo.com,orlilourdesm@yahoo.com,MARIA HELEN V. ARAGONES,5411248,1,HIGHLY SATISFACTORY,WMTL-PT-24-07091,,HS
8,MANDAUE,VII,07-01-2023-LW-2,"OSTREA MINERAL LABORATORIES, INC.","RJ OUANO BLDG, MC BRIONES ST., BAKILID, MANDAUE CITY, CEBU",09458056669 / (032) 343-6472,sheenajoycadelinia.ostrealabs@gmail.com,sheenajoycadelinia.ostrealabs@gmail.com,SHEENA JOY C. CADELINIA,5397846,2,ACCEPTABLE,WMTL-PT-24-07092,,A
8,LAPU-LAPU CITY,VII,,"SGS PHILIPPINES, INC.","MAXIMO PATALINGHUG JR. AVE., BASAK, LAPU-LAPU CITY, CEBU",9178328417,rosario.castillo@sgs.com,rosario.castillo@sgs.com,ROSARIO O. CASTILLO,5297910,0,EXCELLENT,WMTL-PT-24-07093,,E
8,TALISAY CITY,VII,07-07-2021-LW-2,TALISAY WATER LAB,"SANGI TALISAY CITY, CEBU",09176237319 / (032) 462-3443,talisaywaterlab@yahoo.com,talisaywaterlab@yahoo.com,HAROLD N. MENCHAVEZ,5311600,0,EXCELLENT,WMTL-PT-24-07094,,E
8,CEBU CITY,VII,,UNIVERSITY OF SAN CARLOS WATER LABORATORY,"NASIPIT TALAMBAN, CEBU",09088802985 / (032)4012300 LOC. 110,waterlab@usc.edu.ph,waterlab@usc.edu.ph,MARIE KRISTIE B. REYES,5324904,1,HIGHLY SATISFACTORY,WMTL-PT-24-07095,,HS
8,CEBU CITY,VII,,VICENTE SOTTO MEMORIAL MEDICAL CENTER,"B. RODRIGUEZ ST., CEBU CITY, CEBU",09209707690 / 032-2635349,pathology@vsmmc.doh.gov.ph,pathology@vsmmc.doh.gov.ph,REYNETTE CHRISTINE J. LIGARAY,5416400,1,HIGHLY SATISFACTORY,WMTL-PT-24-07096,,HS
9,CALBAYOG CITY,VIII,08-008-2224-LW-2,"CALBAYOG WATER COMPANY, INC.","PUROK 4, BRGY. CAPOOCAN, CALBAYOG CITY, SAMAR",9178188563,janice.maribojoc@manilawater.com,janice.maribojoc@manilawater.com,JANICE R. MARIBOJOC,5371618,1,HIGHLY SATISFACTORY,WMTL-PT-24-08097,,HS
9,"PALO, LEYTE",VIII,08-001-2224-LW-1,DEPARTMENT OF SCIENCE AND TECHNOLOGY 8 - REGIONAL STANDARDS AND TESTING LABORATORY,"BRGY. CANDAHUG, GOVERNMENT CENTER, PALO, LEYTE",09366859286 / 09362146681 / (053) 888-0948,dost8rstl@gmail.com,dost8rstl@gmail.com,EMMANUEL E. LAGDAMEN,5300319,0,EXCELLENT,WMTL-PT-24-08098,,E
9,TACLOBAN CITY,VIII,DOH 051031,EASTERN VISAYAS MEDICAL CENTER,"MAGSAYSAY BLVD., BRGY. 1 & 4 LIBERTAD, TACLOBAN CITY, LEYTE",09275907106 / 09267175978,evmcwatertestinglab@gmail.com,evmcwatertestinglab@gmail.com,CELOCITA P. PORTULA,5421654,1,HIGHLY SATISFACTORY,WMTL-PT-24-08099,,HS
9,TACLOBAN,VIII,08-002-2224-LW-2,PRIMEWATER LEYTE METRO WATER ANALYSIS LABORATORY,"NULA-TULA, TACLOBAN, LEYTE",9926862339,klg.primewatercorp@gmail.com,klg.primewatercorp@gmail.com,CLEOCITA PARILLA PORTULA ,5371621,0,EXCELLENT,WMTL-PT-24-08100,,E
10,ZAMBOANGA,IX,DOH 050927,CHEMPRO ANALYTICAL SERVICES LABORATORIES INC. ,"3/F MPO CENTER, DON ALFARO ST., TETUAN, ZAMBOANGA, ZAMBOANGA DEL SUR",09183885229 / (062) 990-1167,chemprozam@gmail.com,chemprozam@gmail.com,DHARMATOV RAHULA ALBANO,5367974,1,HIGHLY SATISFACTORY,WMTL-PT-24-09101,,HS
10,DIPOLOG,IX,09-03-24-CL-2,THE AGAPE HEALTH CARE CENTER,"35 F. HERRERA ST. COR. T. CLAUDIO ST., MIPUTAK, DIPOLOG, ZAMBOANGA DEL NORTE",09178386893 / (065) 212-7055,agape.health@yahoo.com,agape.health@yahoo.com,CHONILO O. RUIZ,5297381,0,EXCELLENT,WMTL-PT-24-09102,,E
10,ZAMBOANGA,IX,DOH010425,ZAMBOANGA CITY MEDICAL CENTER,"DR. EVANGELISTA STREET, STA. CATALINA, ZAMBOANGA CITY, ZAMBOANGA DEL SUR",09177153016 / 0997048363,zcmcpathology@gmail.com,zcmcpathology@gmail.com,AL-ZAMZAM A. ABUBAKAR,5369614,0,EXCELLENT,WMTL-PT-24-09103,,E
11,MALAYBALAY CITY,X,10-001-2426-LW-2,AJ H2O MICRO LAB,"P-5 CASISANG ST., MALAYBALAY CITY, BUKIDNON",9178378400,ajmicrolab16@gmail.com,ajmicrolab16@gmail.com,JERRY C. ABROGUENA,5410070,0,EXCELLENT,WMTL-PT-24-10104,,E
11,OROQUIETA CITY,X,10-0021-24-H2-1,MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL - WATER TESTING LABORATORY,"INDEPENDENCE ST., LOWER LANGCANGAN, OROQUIETA CITY, MISAMIS OCCIDNETAL",09171562642 / (088) 531-2244-2246,muphlaboratory2017@yahoo.com,muphlaboratory2017@yahoo.com,HAROLD L. TEE,5420319,0,EXCELLENT,WMTL-PT-24-10105,,E
11,OZAMIZ CITY,X,10-0012-24-H2-2,MISMAIS UNIVERSITY MEDICAL CENTER,"BAGAKAY OZAMIZ CITY, MISAMIS OCCIDENTAL",09485860116 / (088) 521-2411 LOC. 102,mumclaboratory@gmail.com,mumclaboratory@gmail.com,HAROLD L. TEE,5301611,2,ACCEPTABLE,WMTL-PT-24-10106,,A
11,CAGAYAN DE ORO,X,10-001-2325-LW-2,"OSTREA MINERAL LABORATORIES, INC.","205 TRES MONTAÑAS BUSINESS COMPLEX, JR BORJA EXT., GUSA, CAGAYAN DE ORO CITY, MISAMIS ORIENTAL",09264011011 / (088) 880-9070,komlbacte@gmail.com,komlbacte@gmail.com,KISHA MARIE T. HALLAZGO,5397849,0,EXCELLENT,WMTL-PT-24-10107,,E
11,CAGAYAN DE ORO,X,10-005-16-LW-2,THE FIRST ANALYTICAL SERVICES AND TECHNICAL COOPERATIVE (F.A.S.T. LABORATORIES CADAGAYAN DE ORO),"281 2/F TAN-LEH BLDG, CM. RECTO AVE., LAPASAN, CAGAYAN DE ORO, MISAMIS ORIENTAL",09175626339 / (088) 852-4846,lovebethmendoza.fastlab@gmail.com,lovebethmendoza.fastlab@gmail.com,MA. LOVEBETH S. MENDOZA,5301066,1,HIGHLY SATISFACTORY,WMTL-PT-24-10108,,HS
11,VALENCIA CITY ,X,10-001-2325-LW-1,VALENCIA CITY WATER DISTRICT WATER TESTING LABORATORY ,"PUROK 17, POBLACION VALENCIA CITY ",09270210645 / 09190658234 / 088-828-2057,laboratory@vcwd.gov.ph,laboratory@vcwd.gov.ph,RACHEL PRANTILLA ALEGATA ,5355067,0,EXCELLENT,WMTL-PT-24-10109,,E
11,ILIGAN CITY,X,10-006-2123-LW-2,WATER-LIFE LABORATORY WATER TESTING SERVICES,"0001 TONGCO ST., PUROK 12, BRGY. TOMINABO, ILIGAN CITY, LANAO DEL NORTE",09656459151 / (063) 302-7267,waterlifelaboratory@gmail.com,waterlifelaboratory@gmail.com,CHONILO O. RUIZ,5204685,1,HIGHLY SATISFACTORY,WMTL-PT-24-10110,,HS
12,DAVAO CITY,XI,11-007-2325-LW-2,"APO AGUA INFRASTRUCTURA, INC.","PUROK 6-A, SAN MIGUEL GUMALANG, BAGUIO DISTRICT, DAVAO CITY, DAVAO DEL SUR",9178400036,aaiilaboratory@apoagua.com,aaiilaboratory@apoagua.com,MARILOU T. DACUTAN,5418083,0,EXCELLENT,WMTL-PT-24-11111,,E
12,DAVAO CITY,XI,11-05-2426-LW-1,"AQUA 8 TESTING LAB, INC","G/F R AND T YAP BLDG., J.P. LAUREL AVE., DAVAO CITY, DAVAO DEL SUR",09190734493 / (082) 238-5683,auqa8davao2018@gmail.com,auqa8davao2018@gmail.com,EDMUNDO J. VISITACION JR.,5406198,0,EXCELLENT,WMTL-PT-24-11112,,E
12,DAVAO CITY,XI,11-03-2325-LW-1,"DAVAO ANALYTICAL LABORATORIES, INC","COR. UNION AVENUE, MAC ARTHUR HIGHWAY, MATINA, BRGY. MATINA CROSSING, DAVAO CITY, DAVAO DEL SUR",09495066881 / (082)297-3278,dalinc_03@yahoo.com,dalinc_03@yahoo.com,JUNE ANN ADRIENNE T. BONILLA,5371080 / 5370495,1,HIGHLY SATISFACTORY,WMTL-PT-24-11113,,HS
12,DAVAO CITY,XI,11-01-2426-LW-1,DAVAO CITY WATER DISTRICT WATER TESTING LABORATORY,"KM 2.5 MAC ARTHUR HIGHWAY MATINA, DAVAO CITY, DAVAO DEL SUR",0933032461 / 082-235-3293,dcwdlaboratories@gmail.com,dcwdlaboratories@gmail.com,ALMA JUDITH J. CANSON,5373183,0,EXCELLENT,WMTL-PT-24-11114,,E
12,TAGUM CITY,XI,11-03-2123-LW-1,DAVAO DEL NORTE PROVINCIAL HEALTH OFFICE WATER LABORATORY,"CAPITOL COMPOUND, TAGUM CITY, DAVAO DEL NORTE",9456757691,davnorcdrs@gmail.com,davnorcdrs@gmail.com,MARY ANNE L. BERNAS,5316291,1,HIGHLY SATISFACTORY,WMTL-PT-24-11115,,HS
12,DIGOS,XI,11-04-2426-LW-1,DAVAO DEL SUR PROVINCIAL WATER LABORATORY,"LAPU LAPU ST, ZONE 3, DIGOS, DAVAO DEL SUR",9095254212,veragracemorales@gmail.com,veragracemorales@gmail.com,OSCAR P. GRAGEDA,5397545,2,ACCEPTABLE,WMTL-PT-24-11116,,A
12,DAVAO CITY,XI,11-02-23-25-LW-1,DEPARTMENT OF SCIENCE & TECHNOLOGY XI,"COR. DUMANLAS & FRIENDSHIP ROADS, BAJADA, DAVAO CITY, DAVAO DEL SUR",09127343685 / (082) 227-1313,microbiology@region11.dost.gov.ph,microbiology@region11.dost.gov.ph,BENJAMINV.D. ESTRELLADO,5405598,0,EXCELLENT,WMTL-PT-24-11117,,E
12,DAVAO CITY,XI,,MINDANAO TESTING CENTER FOR WATER AND ANALYTICAL TOXICOLOGY ,"FRIENDSHIP ROAD, DUMANLAS, BUHANGIN DAVAO CITY  ",09163899697 / 082-2272731 LOC. 5094,regionalwaterlabxi@gmail.com,regionalwaterlabxi@gmail.com,SHEILA N. RAMOS ,5355075,0,EXCELLENT,WMTL-PT-24-11118,,E
12,DAVAO CITY,XI,,"SGS PHILIPPINES, INC.","KILOMETER 5 BUHANGIN-LAPANDAY RD., BUHANGIN, DAVAO CITY, DAVAO DEL SUR",9209515714,caerel.orosio@sgs.com,caerel.orosio@sgs.com,CAEREL L. OROSIO,5297912,0,EXCELLENT,WMTL-PT-24-11119,,E
12,TAGUM CITY,XI,11-01-2325-LW-1,TAGUM WATER DISTRICT LABORATORY,"NATIONAL HIGHWAY, MAGUGPO NORTH, TAGUM CITY, DAVAO DEL NORTE",09171271879 / (084) 216 6628,twdlaboratory@gmail.com,twdlaboratory@gmail.com,ARJUN L. DUMAAN,5374602,0,EXCELLENT,WMTL-PT-24-11120,,E
12,DAVAO CITY,XI,11-06-2426-LW-2,UNIVERSITY OF THE IMMACULATECONCEPTION - SCIENCE RESOURCE CENTER,"FATHER SELGA ST., DAVAO, DAVAO DEL SUR",09286546282 / (082) 2218181 LOC 133,src@uic.edu.ph,src@uic.edu.ph,LUDIVINA M. PORTICOS,5375489,1,HIGHLY SATISFACTORY,WMTL-PT-24-11121,,HS
13,COTABATO CITY ,XII,13-0080-23-H3-1,COTABATO REGIONAL AND MEDICAL CENTER ,"SINSUAT AVENUE, COTABATO CITY ",9209137727,laboratory@crmc.doh.gov.ph,laboratory@crmc.doh.gov.ph,NENA SALCEDO LINGAYON,5336728,2,ACCEPTABLE,WMTL-PT-24-12122,,A
13,GENERAL SANTOS CITY,XII,12-025-2325-LW-1,GENERAL SANTOS CITY WATER DISTRICT,"DIVERSION ROAD, PUROK NOPOL, CONEL, GENERAL SANTOS CITY, SOUTH COTABATO",09425435373 / (083) 552-3824,gscwaterdistrict@yahoo.com,gscwaterdistrict@yahoo.com,MA. RITA B. BARRIESES,5379006,0,EXCELLENT,WMTL-PT-24-12123,,E
13,GENERAL SANTOS CITY,XII,12-008-2123-LW-2,MEDZONE DIAGNOSTIC CENTER,"J. CATOLICO SR. AVENUE, BRGY. LAGAO, GENERAL SANTOS, SOUTH COTABATO",0909727357 / (083) 552-5797,medzone_dc@yahoo.com,medzone_dc@yahoo.com,NENA S. LINGAYON,5418074,1,HIGHLY SATISFACTORY,WMTL-PT-24-12124,,HS
13,GENERAL SANTOS CITY,XII,N/A,"OSTREA MINERAL LABORATORIES, INC. - GENERAL SANTOS CITY BRANCH","PUROK  MALIWANAG, BRGY CALUMPANG, GENERAL SANTOS CITY, SOUTH COTABATO",9773286917,ostrea.gensan@gmail.com,ostrea.gensan@gmail.com,"JAIME H. ACAPULCO, JR",5397848,0,EXCELLENT,WMTL-PT-24-12125,,E
13,CITY OF KORONDAL,XII,12-0069-22-H2-1,SOUTH COTABATO PROVINCIAL HOSPITAL,"AGUINALDO ST., BRGY ZONE 3, CITY OF KORONDAL, SOUTH COTABATO",09177269214 / 083-228-3206,scph69@gmail.com,scph69@gmail.com,VITA B. GASATAYA,5418205,0,EXCELLENT,WMTL-PT-24-12126,,E
13,KABACAN,XII,12-003-2123-LW-1,USM-CSM MICROBIOLOGICAL AND CHEMICAL TESTING LABORATORY,"BAI MATABAY PLANG AVNEUE, POBLACION, KABACAN, NORTH COTABATO",9438967072,usmwaterlan@gmail.com,usmwaterlan@gmail.com,MARIA ELENA NEYRA-TANABE,5410071,1,HIGHLY SATISFACTORY,WMTL-PT-24-12127,,HS
16,BUTUAN CITY,XIII,16-03-23-H1-1,AGUSAN DEL NORTE PROVINCIAL HOSPITAL,"VILLAGE 2, LIBERTAD, BUTUAN CITY, AGUSAN DEL NORTE",09694667283 / 09483672645,adnphlaboratory@gmail.com,adnphlaboratory@gmail.com,EDGARDO B. ABADIANO,5391474,0,EXCELLENT,WMTL-PT-24-13128,,E
16,BUTUAN CITY,XIII,16-02-22-LW-1,BUTUAN CITY WATER DISTRICT LABORATORY,"BUTUAN CITY, AGUSAN DEL NORTE",09171331033 / 085-34233145,rodcyroadpatrick@yahoo.com,rodcyroadpatrick@yahoo.com,AL PATRICK M. DELA CALZADA,5403274,1,HIGHLY SATISFACTORY,WMTL-PT-24-13129,,HS
16,SURIGAO CITY,XIII,WMLA-22-1078,CARAGA REGIONAL HOSPITAL,"RIZAL ST., BRGY. WASHINGTON, SURIGAO CITY, SURIGAO DEL NORTE",09105962602 / (086) 826-0497 LOC. 226 OR 226,crh_microbiology@yahoo.com,crh_microbiology@yahoo.com,ISABELLE B. BAISAC,5303625,0,EXCELLENT,WMTL-PT-24-13130,,E
16,PROSPERIDAD,XIII,DOH 004611,D.O. PLAZA MEMORIAL HOSPITAL,"PUROK 2, GOVERNMENT CENTER, BRGY. PATIN-AY, PROSPERIDAD, AGUSAN DEL SUR",9105723722,dopmhclinlab22@gmail.com,dopmhclinlab22@gmail.com,RAUL VENERANDO B. ATUPAN JR.,5418071,0,EXCELLENT,WMTL-PT-24-13131,,E
16,SAN FRANCISCO CITY,XIII,16-01-22-LW-1,SAN FRANCISCO WATER DISTRICT,"OSMEÑA ST., SAN FRANCISCO CITY, AGUSAN DEL NORTE",09816056988 / 085-839-0457,sanfranzwd@gmail.com,sanfranzwd@gmail.com,RUBEN M. JARABATA JR.,5416563,0,EXCELLENT,WMTL-PT-24-13132,,E
16,SURIGAO CITY,XIII,16-002-2325-LW-1,SURIGAO METROPOLITAN WATER DISTRICT WATER QUALITY LABORATORY,"KM2 NATIONAL HIGHWAY, SURIGAO CITY, SURIGAO DEL NORTE",9385582811,mickeymedtek@gmail.com,mickeymedtek@gmail.com,DINO RAPHAEL K. ABADIANO,5393540,0,EXCELLENT,WMTL-PT-24-13133,,E
14,QUEZON CITY ,NCR,13-0005-2224-LW-2,"ACA WATER ANALYSIS AND LABORATORY SERVICES, INC. -QC ","SCOUT CHUATOCO, ROXAS DISTRICT QUEZON CITY METRO MANILA ",09373390210 / 79006583,acalab0918@gmail.com,acalab0918@gmail.com,EDITH SANGALANG TRIA ,5359934,1,HIGHLY SATISFACTORY,WMTL-PT-24-NCR134,,HS
14,QUEZON CITY,NCR,13-014-2224-LW-2,ACCUTEQS DIAGNOSTICS,"257 A. BONIFACIO AVE. COR. PAG-ASA ST., BRGY. SAN JOSE, QUEZON CITY, METRO MANILA",09666432062 / (02) 8-364-1712,accuteqslaboratory@gmail.com,accuteqslaboratory@gmail.com,MIRIAN N. DE LEON-VITERBO,54163880,1,HIGHLY SATISFACTORY,WMTL-PT-24-NCR135,,HS
14,QUEZON CITY,NCR,13-0001-2123-LW-2,AERONICS INCORPORATED,"19 ASHLEY ST., NORTH FAIRVIEW PARK SUBD., NORTH FAIRVIEW, QUEZON CITY",09209548792 / 8935-4861,aeronicsmain@gmail.com,aeronicsmain@gmail.com,JOSE S. SOLIS,5205964,0,EXCELLENT,WMTL-PT-24-NCR136,,E
14,SAN JUAN,NCR,13-0003-2426-LW-2,ANALYTIKA LABORATORY,"UNIT 104 LE GRAN, 45 EISENHOWER ST., GREENHILLS, SAN JUAN CITY, METRO MANILA",9273992460,info@analytikalabph.com,info@analytikalabph.com,EDGAR D. NAVARRO,5181461,2,ACCEPTABLE,WMTL-PT-24-NCR137,,A
14,PASIG,NCR,13-00003-2224-LW-2,CHEMPRO ANALYTICAL SERVICES LABORATORIES INC. ,"P1 BLDG., NO.131 SHAW BLVD EXT., ORANBO PASIG, METRO MANILA",09173026285 / (02) 8634-8600 / 8635-6773,dharmatov@gmail.com ,dharmatov@gmail.com ,"ALBANO, DHARMATOV RAHULA, BARLONGO",5367973,0,EXCELLENT,WMTL-PT-24-NCR138,,E
14,MANILA,NCR,13-005-2224-LW-2,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,"286 BLUMENTRITT STREET, SANTA CRUZ, MANILA","87114141 LOC 369, 370, 374",cgh_clinicalpathology@yahoo.com,cgh_clinicalpathology@yahoo.com,EVELINA N. LAGAMAYO,5379308,0,EXCELLENT,WMTL-PT-24-NCR139,,E
14,MAKATI CITY,NCR,13-0006-2426-LW-1,CITY GOVERNMENT OF MAKATI - WATER BACTERIOLOGICAL LABORATORY,"BUILDING 1, 7TH FLOOR, J.P. RIZAL, MAKATI CITY",8870-7608,WaterLabMHD@gmail.com,WaterLabMHD@gmail.com,FRANCIS Y. TANCHEE,5379484,0,EXCELLENT,WMTL-PT-24-NCR140,,E
14,QUEZON CITY,NCR,13-0007-2325-LW-2,CJK AIR & WATER TESTING LABORATORY,"99-C JUDGE JUAN LUNA SAN ANTONIO, QUEZON CITY",09054056032 / 09196045063 / 83734996 / 83597230,airwaterlab07@yahoo.com.ph,airwaterlab07@yahoo.com.ph,MERYL CHRISTINA B. ANTONIO-REYES,5296583,1,HIGHLY SATISFACTORY,WMTL-PT-24-NCR141,,HS
14,TAGUIG,NCR,13-0015-2426-LW-2,"COTECNA ELITE PHILIPPINES, INC.","64B NEW WEALTH PROPERTIES, ELECTRONICS AVENUE, FTI COMPLEX, WESTERN BICUTAN",(02) 8838-8519,joanna.datwin@cotecna.com.ph,joanna.datwin@cotecna.com.ph,JOANNA P. DATWIN,5399656,2,ACCEPTABLE,WMTL-PT-24-NCR142,,A
14,MANILA,NCR,13-0007-2224-LW-1,"DEPARTMENT OF MEDICAL MICROBIOLOGY, COLLEGE OF PUBLIC HEALTH, UP MANILA","625 PEDRO GIL ST., ERMITA, MANILA",09954338541 / 09602822503 / (02) 8525-5874,dmmcph.upmanila@gmail.com,dmmcph.upmanila@gmail.com,MAROHREN C. TOBIAS-ALTURA,5297908,0,EXCELLENT,WMTL-PT-24-NCR143,,E
14,CALOOCAN CITY ,NCR,DOH 000502,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL WATER TESTING LABORATORY ,ST. JOSEPH AVE.BRGY. 188 (TALA) CALOOCAN CITY METRO MANILA ,9292961443,djnrmhwaterlab@gmail.com,djnrmhwaterlab@gmail.com,IVY MARIE MAGAT VIOLA-CRUZ ,5413226,0,EXCELLENT,WMTL-PT-24-NCR144,,E
14,QUEZON CITY,NCR,13-0011-2426-LW-2,"ELARSI, INC","UNIT 201-203 & 406 RIZALINA ANNEX, BLDG 1677, QUEZON AVE, QUEZON CITY",8927-7715,info@elarsi.com,info@elarsi.com,RENATO M. GOFREDO JR,5303369,0,EXCELLENT,WMTL-PT-24-NCR145,,E
14,QUEZON CITY,NCR,13-0002-2325-LW-2,EMINENT WATER LABORATORY CENTER (MAIN BRANCH),"347-F A. BONIFCACIO AVE., BRGY. SAN JOSE, QUEZON CITY",09331658046 / (02) 8365-7811,jose_lim@eminentwater.com,jose_lim@eminentwater.com,SHERYL O. TESORIO,5372572,0,EXCELLENT,WMTL-PT-24-NCR146,,E
