region_id,la,region,acc,name,address,contact,email,lab_email,hol,or,rate,perf,no,,perf_model
15,CALAPAN CITY,4B,4B-0017-24-H1-2,LUNA GOCO MEDICAL CENTER,"J.P. RIZAL ST., CALAPAN CITY, ORIENTAL MINDORO",9190979152,lgmcpathology@gmail.com,lgmcpathology@gmail.com,MARIA LOURDES L. GOCO,5506642,0,EXCELLENT,WMTL-PT-25-4B070,,E
15,EL NIDO,4B,DOH051660,OPHIR GENPRIME LABORATORIES CO. LTD (EL NIDO BRANCH),"5CWF + 5MF BRGY. VILLA LIBERTAD, EL NIDO, PALAWAN",09649062313 / (048) 434-2759,ophirelnido@gmail.com,ophirelnido@gmail.com,RENZ S. BAREO,5481242,1,HIGHLY SATISFACTORY,WMTL-PT-25-4B071,,HS
15,PUERTO PRINCESA CITY,4B,4B-023-2325-LW-1,PUERTO PRINCESA CITY WATER DISTRICT - WATER TESTING LABORATORY,"PUERTO PRINCESA CITY WATER DISTRICT LABORATORY SOUTH NATIONAL HIGHWAY, BARANGAY STA. MONICA, PUERTO PRINCESA CITY, PALAWAN",09171442006 / (048) 716-2998,lab@ppcwater.gov.ph,lab@ppcwater.gov.ph,MOHAMAD M. MANGOTARA,5609927,0,HIGHLY SATISFACTORY,WMTL-PT-25-4B072,,HS
15,DARAGA,5,DOH050273,BICOL SOUTH LUZON SUB NATIONAL REFERENCE LABORATORY,"DOH CHD BICOL COMPOUND, BAGTANG ROAD, SAGPON, DARAGA, ALBAY",09694095002 / 09266624983,bsl-snrl@bicol.doh.gov.ph / doh_phnrl@yahoo.com,dohrov_phrl@yahoo.com,MARCELINA A. MESTIOLA,5595147,0,EXCELLENT,WMTL-PT-25-05073,,E
15,DAET CITY,5,05-0001-2527-LW-1,CAMARINES NORTE WATER DISTRICT LABORATORY,"VINZONS AVENUE, LAG-ON, DAET CITY, CAMARINES NORTE",09988423856 / 09176877646,cnwdlab@gmail.com,cnwdlab@gmail.com,RYAN J. RAMORES,5586428,1,HIGHLY SATISFACTORY,WMTL-PT-25-05074,,HS
15,BULA,5,05-001-14-LW-R,CAMARINES SUR PHO WATER ANALYSIS LABORATORY,"BANASI, BULA, CAMARINES SUR",09054261494 / 09175031542,camsurphphowaterlab@gmail.com,camsurphowaterlab@gmail.com,RAYMUNDO B. IBARRIENTOS,5645860,0,EXCELLENT,WMTL-PT-25-05075,,E
15,LEGAZPI CITY,5,DOH047272,DOST V - RSTL,"REGIONAL CENTER SITE, RAWIS, LEGAZPI CITY, ALBAY",9185006746,rstl@ro5.dost.gov.ph,rstl@ro5.dost.gov.ph,MIRABELLE L. PINEDA,5554605,1,HIGHLY SATISFACTORY,WMTL-PT-25-05076,,HS
15,LEGAZPI CITY,5,05-0001-2325-LW-2,H3G LABORATORY WATER TESTING SERVICES,"#4 DKC BLDG, F. AQUENDE DRIVE, BRGY 08, BAGUMBAYAN, LEGAZPI CITY, ALBAY",09993188041 / 09127978240,h3gwatertesting@gmail.com,h3gwatertesting@gmail.com,HAEL LACHET GERMONES,5578257,0,HIGHLY SATISFACTORY,WMTL-PT-25-05077,,HS
15,MASBATE CITY,5,DOH051836,MASBATE MEDICAL MISSION GROUP HOSPITAL SERVICE COOPERATIVE,"ROSERO STREET, MASBATE CITY, MASBATE",09201325740 / 09175640228,bingalino1972@gmail.com,bingalino1972@gmail.com,"FLORIDO A. ATIBAGOS, JR.",5539103,1,HIGHLY SATISFACTORY,WMTL-PT-25-05078,,HS
15,NAGA CITY,5,05-003-2325-LW-1,METROPOLITAN NAGA WATER DISTRICT,"40 J. MIRANDA AVENUE, CONCEPCION PEQUENA, NAGA CITY, CAMARINES SUR",9686245918,mnwd.laboratory@gmail.com ,mnwaterdistrict@yahoo.com ,SUZETTE ANGELI C. BABAGAY,5603737,0,EXCELLENT,WMTL-PT-25-05079,,E
15,SORSOGON CITY,5,DOH052027,SORSOGON CITY WATER DISTRICT QUALITY TESTING LABORATORY,"G/F SCWD BLDG., BFP CORNER, BJMP DRIVE, CITY HALL COMPLEX, CABID-AN, SORSOGON CITY, SORSOGON",09209544983 / 411-6445 / 411-6449 / 09266624983,sorsogoncitywaterdistrict@yahoo.com.ph,sorsogoncitywaterdistrict@yahoo.com.ph,MARCELINA A. MESTIOLA,5609935,0,EXCELLENT,WMTL-PT-25-05080,,E
15,SORSOGON CITY,5,05-05-030-14-100,SORSOGON PROVINCIAL HOSPITAL ,"DIVERSION ROAD, MACABOG, SORSOGON CITY, SORSOGON",9217731389,sphlab101@gmail.com,sphlab101@gmail.com,MADELINE D.L. RAÑOLA,5601893,0,EXCELLENT,WMTL-PT-25-05081,,E
15,ILOILO CITY,6,06-013-2224-LW-2,"ACA WATER ANALYSIS AND LABORATORY SERVICES, INC - ILOILO","120 HSK-CUH BUILDING, AVACENA STREET, SOUTH FUNDIDOR, MOLO, ILOILO CITY, ILOILO",09178922884 / (033) 332-94-28 / 09173028468,iloacalaboratory@gmail.com,iloacalaboratory@gmail.com,MA. BEMERLY JARDIOLIN-SIRA,5473695,1,HIGHLY SATISFACTORY,WMTL-PT-25-06082,,HS
15,KALIBO,6,06-003-2527-LW-2,AKLAN FOOD AND WATER TESTING LABORATORY,"RIGHT WING PROVINCIAL CAPITOL, ANNEX BUILDING, KALIBO, AKLAN",(036)272-7000 loc 6300 / 09999961522,akenrolaboratory@yahoo.com.ph,akenrolaboratory@yahoo.com.ph,JOHN KENNETH C. ALMALBIS,5603744,0,EXCELLENT,WMTL-PT-25-06083,,E
15,ILOILO CITY,6,06-003-2325-LW-2,"ASTS ANALYTICAL SOLUTIONS AND TECHNICAL SERVICES ILOILO, INC","JALANDONI ESTATE, LAPUZ, ILOILO CITY, ILOILO",09173058082 / (033) 501-4269,astslabiloilo@gmail.com,astslabiloilo@gmail.com,GRACE J. BARON,5515742,0,EXCELLENT,WMTL-PT-25-06084,,E
15,BACOLOD CITY,6,06-005-2527-LW-2,BACIWA WATER LABORATORY,"CORNER GALO-SAN JUAN STS. BRGY 12, BACOLOD CITY, NEGROS OCCIDENTAL",09252403900 / (034) 703-5531 ,laboratory.primewaterbcd@gmail.com,laboratory.primewaterbcd@gmail.com,DAISY V. DESENGAÑO,5537521,0,EXCELLENT,WMTL-PT-25-06085,,E
15,MALAY,6,06-002-2527-LW-2,BORACAY ISLAND WATER COMPANY INC,"STP ACCCESS ROAD NEAR BLOOMFIELD ACADEMY, SITIO BOLABOG, BRGY BALABAG, MALAY, AKLAN",09281817130 / (036) 288-6622 ,irene.velado@boracaywater.com.ph,irene.velado@boracaywater.com.ph,IRENE B. VELADO,5538997,0,EXCELLENT,WMTL-PT-25-06086,,E
15,ILOILO CITY,6,06-004-2325-LW-2,CPU WATER LABORATORY,"LOPEZ JAENA ST. JARO, ILOILO CITY, ILOILO",09661384709 / 329-1971 loc 1085 or 3267 ,dhpescos@cpu.edu.ph,dhpescos@cpu.edu.ph,DAHLIA H. PESCOS,5586430,0,EXCELLENT,WMTL-PT-25-06087,,E
15,SANTA BARBARA,6,DOH050928,DEPARTMENT OF HEALTH WESTERN VISAYAS CENTER FOR HEALTH DEVELOPMENT REGIONAL WATER TESTING LABORATORY,"DOH WV CHD - REGIONAL WATER TESTING LABORATORY, BRGY BOLONG OESTE, SANTA BARBARA, ILOILO",09270882764 / 09325504358,waterreferencelab.region6@gmail.com,waterreferencelab.region6@gmail.com,JUDEE GRACE D. FERNANDEZ,5546197,0,ACCEPTABLE,WMTL-PT-25-06088,,A
15,ILOILO CITY,6,06-002-2325-LW-1,DEPT OF SCIENCE AND TECHNOLOGY VI- REGIONAL STANDARDS AND TESTING LABORATORY,"MAGSAYSAY VILLAGE, LA PAZ, ILOILO CITY, ILOILO",09088917085 / (033) 330-1565 loc 108 / 09209455251,rstl@ro6.dost.gov.ph,lina.gelonga@ro6.dost.gov.ph,MA. LINA B. GELONGA,5574066,0,EXCELLENT,WMTL-PT-25-06089,,E
15,ROXAS CITY,6,06-001-2325-LW-2,GEM'S AQUA WATER ANALYSIS LABORATORY,"BUKGOS ILAWOD, ROXAS CITY, CAPIZ",09956430261 / 620-56-49,juancyril17@yahoo.com,ramirezghninz@gmail.com,ELLEN JOY F. DURAN,5586687,0,ACCEPTABLE,WMTL-PT-25-06090,,A
15,ILOILO CITY,6,06-0001-2123-LW-2,JB FASTEST WATER TEST CO.,"78 HECHANOVA STREET BRGY. NABITASAN, LAPAZ, ILOILO CITY, ILOILO",09177995617 / (033) 509-4164,jbwaterlab@y.c.,jbwaterlab@y.c.,ANELINE P. TOLOYES,5475512,1,ACCEPTABLE,WMTL-PT-25-06091,,A
15,MALAY,6,06-004-2527-LW-2,MALAY MUNICIPAL HEALTH OFFICE CLINICAL LABORATORY,"AKLAN WEST ROAD POBLACION, MALAY, AKLAN",09399023361 / (036) 288-8783 / 09175775133,mhomalay@gmail.com,mhomalay@gmail.com,ELLEN JOY F. DURAN,5601896,0,EXCELLENT,WMTL-PT-25-06092,,E
15,BACOLOD CITY,6,06-003-2426-LW-2,NEGROS PRAWN PRODUCERS(NPPC) ANALYTICAL & DIAGNOSTIC LABORATORY,"LOT 29 BLK 2 CIRCUMFERENTIAL ROAD, BRGY BANAGO, BACOLOD CITY, NEGROS OCCIDENTAL",634-433-2131 / 09209084620,npcclab@gmail.com,r.usero@yahoo.com,ROSELYN D. USERO,5588253,0,EXCELLENT,WMTL-PT-25-06093,,E
15,BACOLOD,6,06-002-2426-LW-2,"W.J. VILLANUEVA, INC.","#8 16TH LACSON STREET, BACOLOD, NEGROS OCCIDENTAL",09703904993 / (034) 4335277 / 091889012302,labvclbcld@gmail.com,labvclbcld@gmail.com,WALTER D. VILLANUEVA,5550656,0,EXCELLENT,WMTL-PT-25-06094,,E
15,ILOILO CITY,6,06-06-089-14-300-H3-1,WESTERN VISAYAS MEDICAL CENTER,"Q. ABETO STREET, MANDURRIAO, ILOILO CITY, ILOILO",09177200915 / (033)321-28-41 loc. 239 or 236 / 09173028468,wateranalysiswvmc@gmail.com / wvmclaboratory@gmail.com,wateranalysiswvmc@gmail.com / wvmclaboratory@gmail.com,MA. BEMERLY JARDIOLIN-SIRA,5495553,1,HIGHLY SATISFACTORY,WMTL-PT-25-06095,,HS
15,LAPU - LAPU CITY,7,07-01-2024-LW-2,ALTECE MACTAN WATER TESTING LABORATORY,"ROOM 201-202 ML QUEZON NATIONAL HIGHWAY, PAJO, LAPU - LAPU CITY, CEBU",09367126524 / 09959618811 / (032) 401-3022 / 09173268966,altecemactan.lab@gmail.com,altecemactan.lab@gmail.com,JUDITO G. CABALLERO,5615318,0,EXCELLENT,WMTL-PT-25-07096,,E
15,TAGBILARAN CITY,7,07-05-2025-LW-1,BOHOL PROVINCIAL HEALTHOFFICE WATER TESTING LABORATORY,"DAO DISTRICT, TAGBILARAN CITY, BOHOL",09433074468 / 09208954965 / 09083033801 / 09988867701,vigontevilma@gmail.com / danikkablazemonredondo@gmail.com,vigontevilma@gmail.com / danikkablazemonredondo@gmail.com,GREG JULIUS D. SODUSDIO,5587372,0,EXCELLENT,WMTL-PT-25-07097,,E
15,CEBU CITY,7,07-004-19LW-1,BUREAU OF QUARANTINE LABORATORY - CEBU STATION,"GENERAL MAXILOM EXTENSION, BRGY CARRETA, CEBU CITY, CEBU",09173080174 / (032) 232-2072,boqcebulab@gmail.com,boqcebulab@gmail.com,RUBY O. RUSIA-UY,5620327,1,ACCEPTABLE,WMTL-PT-25-07098,,A
15,MANDAUE CITY,7,07-03-2025-LW-2,"CEBU AGUA LAB, INC","6TH FLOOR ADG IT CENTER, L. JAENA STREET, SUBANGDAKU, MANDAUE CITY, CEBU",09064452601 / (032) 342-0436 / 09064452601,cebuagualabinc@gmail.com,cebuagualabinc@gmail.com,JESSANINE LOU U. GALON,5668182,0,EXCELLENT,WMTL-PT-25-07099,,E
15,CEBU CITY,7,07-WL-2014-005-G,CEBU CITY HEALTH DEPARTMENT ,"GEN. MAXILOM AVENUE EXTENSION CARRETA ,CEBU CITY, CEBU",9686156184,cchd.laboratory@gmail.com,cchd.laboratory@gmail.com,ALICEMARIE L. AYCARDO,5603740,0,EXCELLENT,WMTL-PT-25-07100,,E
15,CONSOLACION,7,07-020-2325-LW-2,CEBU LABORATORY WATER TESTING SERVICES,"UNIT 112 RJAJ BLDG, DISTRICT 1, LARAY ROAD, FB HARRISON AVE CANSAGA, CONSOLACION, CEBU",09532093500 / 09186492206,safewatercebu@gmail.com,safewatercebu@gmail.com,JUDITO G. CABALLERO,5642745,1,HIGHLY SATISFACTORY,WMTL-PT-25-07101,,HS
15,CEBU CITY,7,DOH051763,DOH CENTRAL VISAYAS WATER TESTING LABORATORY,"DOH CVCHD, SOUTH ROAD ROAD PROPERTIES, CEBU CITY, CEBU",9178458657,watertestinglab@ro7.doh.gov.ph,watertestinglab@ro7.doh.gov.ph,ALMA E. MALILONG,5589845,0,EXCELLENT,WMTL-PT-25-07102,,E
15,CEBU CITY,7,07-01-2021-LW-2,ENVIRONMENTAL HEALTH LABORATORY SERVICES COOPERATIVE - CEBU,"057-A 5TH ST. SUN VALLEY DRIVE, BRGY CALAMBA, CEBU CITY,CEBU",09088732106 / (032) 342-2315 / 09773805797,ehlscooperativecebu@yahoo.com ,laboratory.cebuehlsc@gmail.com,HENRY D. SALVADOR,5465506,0,EXCELLENT,WMTL-PT-25-07103,,E
15,MANDAUE CITY,7,07-001-20-LW-2,FAST LABORATORIES - CEBU,"MC BRIONES ST. HIGHWAY GUIZO, MANDAUE CITY, CEBU ",09176238797 / (032) 503-8672,fastmandaue@gmail.com,cebumicro.fastlaboratories@gmail.com,RICKY MENDOZA,5479197,0,EXCELLENT,WMTL-PT-25-07104,,E
15,DUMAGUETE CITY,7,07-04-2022-LW-2,HEALTH CARE DIAGNOSTIC CENTER,"2ND FLOOR, GOBONSENG BUILDING, NORTHROAD DARO, DUMAGUETE CITY, NEGROS ORIENTAL",09175893484 / (035)422-2189,hcdc_888@yahoo.com,hcdc_888@yahoo.com,"LEOPOLDO R. HORTALEZA, JR.",5528702,0,ACCEPTABLE,WMTL-PT-25-07105,,A
15,TAGBILARAN CITY,7,07-03-2022-LW-2,HOLY NAME UNIVERSITY WATER TESTING LABORATORY,"6300 JANSSEN HEIGHTS, DAMPAS DISTRICT, TAGBILARAN CITY, BOHOL",09457559723 / (038) 412-2879,waterlab@hnu.edu.ph,waterlab@hnu.edu.ph,JULIET M. SALGADOS,5475644,0,EXCELLENT,WMTL-PT-25-07106,,E
15,MANDAUE CITY,7,07-01-2022-LW-2,INTERTEK TESTING SERVICES PHILIPPINES INC.,"DOOR 3, TTI BLDG NORTHROAD, TABOK, MANDAUE CITY, CEBU",0998960713 / (032) 252-1030,food.cebu@intertek.com,food.cebu@intertek.com,SHIELA MARIE V. SALINAS,5461482,1,ACCEPTABLE,WMTL-PT-25-07107,,A
15,LAPU - LAPU CITY,7,07-05-2025-LW-2,"MACTAN ROCK INDUSTRIES, INC.","BRGY. SUBABASBAS, LAPU - LAPU CITY, CEBU",09919121996 / (032) 268-2432 / 09758438349,tm3aquatechlaboratoriesinc@gmail.com,tm3aquatechlaboratoriesinc@gmail.com,ARNOLD R. ODO,5592312,1,ACCEPTABLE,WMTL-PT-25-07108,,A
15,MANDAUE CITY,7,DOH051880,MANDAUE LABORATORY WATER TESTING SERVICES,"UNIT 305 AWPM BLDG MC BRIONES ST., MANDAUE CITY, CEBU",09680019813 / (032) 503-5636,mandauewaterlab@gmail.com,mandauewaterlab@gmail.com,THEORDORE M. ZAMORA,5571236,0,EXCELLENT,WMTL-PT-25-07109,,E
15,DUMAGUETE CITY,7,07-024-2325-LW-2,METRO PACIFIC DUMAGUETE WATER SERVICES INC.,"DIEGO DE LA VINA ROAD, BARANGAY DARO, DUMAGUETE CITY, NEGROS ORIENTAL",09189471648 / (035) 522-1266 loc 405 / 09190914971,lab@dgtwater.com,lab@dgtwater.com,CAMILLE MARIE E. CABRERA,5578258,0,EXCELLENT,WMTL-PT-25-07110,,E
15,CEBU CITY,7,07-04-2024-LW-1,METROPOLITAN CEBU WATER DISTRICT,"NASIPIT TALAMBAN, CEBU CITY, CEBU",09568472981 / 09260043938 / (032)5032996,orlilourdesm@yahoo.com / waterqualitycontrol@gmail.com / ricobontilao12@gmail.com,orlilourdesm@yahoo.com / waterqualitycontrol@gmail.com / ricobontilao12@gmail.com,RICO C. BONTILAO,5595526,0,EXCELLENT,WMTL-PT-25-07111,,E
15,MANDAUE CITY,7,07-01-2023-LW-2,"OSTREA MINERAL LABORATORIES, INC - CEBU","MC BRIONES STREET, MANDAUE CITY, CEBU",09458056669 / (032) 343-6472,gcborreta.omli@gmail.xom / apbasco.ostrealabs@gmail.com,gcborreta.omli@gmail.xom / apbasco.ostrealabs@gmail.com,SHEENA JOY C. CADELINIA,5540770,0,HIGHLY SATISFACTORY,WMTL-PT-25-07112,,HS
15,TALISAY CITY,7,07-02-2023-LW-2,TALISAY WATER LAB INC.,"SANGI, TABUNOK, TALISAY CITY, CEBU",09236758968 / (032)401-4758 / 401-4728 / 09991674389,talisaywaterlab@yahoo.com,talisaywaterlab@yahoo.com,HAROLD N. MENCHAVEZ,5559679,0,EXCELLENT,WMTL-PT-25-07113,,E
15,MANDAUE CITY,7,07-04-2023-LW-2,TECHNOLAB ANALYTICAL GROUP INC,"701 ML QUEZON ST., CASUNTINGAN, MANDAUE CITY, CEBU",09177063927 / (032) 505-6532 / 09173921484,technolab.tagi@gmail.com,technolab.tagi@gmail.com,MA. GRACE A. SISON,5475515,0,EXCELLENT,WMTL-PT-25-07114,,E
15,CEBU CITY,7,07-03-2023-LW-2,UNIVERSITY OF SAN CARLOS WATER LABORATORY ,"NASIPIT TALAMBAN, CEBU CITY, CEBU",354-3811 / 4012300 loc 110 / 09088802985,waterlab@usc.edu.ph,waterlab@usc.edu.ph,MARIE KRISTIE B. REYES,5475516,0,EXCELLENT,WMTL-PT-25-07115,,E
15,CEBU CITY,7,DOH005937,VICENTE SOTTO MEMORIAL MEDICAL CENTER,"B. RODRIGUEZ ST., CEBU CITY, CEBU",09209707690 / 032-2635349 / 09178411033 / 2539891 local 9007,pathology@vsmmc.doh.gov.ph,pathology@vsmmc.doh.gov.ph,CHAMBERLAIN I. AGTUCA JR,5595525,0,EXCELLENT,WMTL-PT-25-07116,,E
15,NAVAL,8,08-007-1820-LW-1,BILIRAN PROVINCIAL HOSPITAL WATER TESTING LABORATORY,"CASTIN, NAVAL, BILIRAN",09173226305 / 09776537167,bphlabdept@gmail.com / leahmalagao@yahoo.com,bphlabdept@gmail.com / leahmalagao@yahoo.com,MA. CECILIA D. SAMOSA,5550713,2,ACCEPTABLE,WMTL-PT-25-08117,,A
15,CALBAYOG CITY,8,08-008-2224-LW-2,"CALBAYOG WATER COMPANY, INC.","PUROK 4, BRGY CAPOOCAN, CALBAYOG CITY, SAMAR",09178188563,janice.maribojoc@manilawater.com,janice.maribojoc@manilawater.com,JANICE R. MARIBOJOC,5546146,0,EXCELLENT,WMTL-PT-25-08118,,E
15,PALO,8,08-002-2527-LW-1,DEPARTMENT OF SCIENCE AND TECHNOLOGY 8 - REGIONAL STANDARDS AND TESTING LABORATORY,"BRGY. CANDAHUG, GOVERNMENT CENTER, PALO, LEYTE",09178740930 / (053) 888-0948,dost8rstl@gmail.com,dost8rstl@gmail.com,ISABELITA M. PAMPOSA,5571888,1,ACCEPTABLE,WMTL-PT-25-08119,,A
15,TACLOBAN CITY,8,DOH051031,EASTERN VISAYAS MEDICAL CENTER,"MAGSAYSAY BLVD. BRGY 1 & 4 LIBERTAD, TACLOBAN CITY, LEYTE",09275907106 / 09267175978 / 09688549572,evmcwatertestinglab@gmail.com,evmcwatertestinglab@gmail.com,CLEOCITA PARILLA-PORTULA,5614788,0,EXCELLENT,WMTL-PT-25-08120,,E
15,CATARMAN,8,08-006-2224-LW-2,NORTHERN SAMAR PROVINCIAL HOSPITAL,"BALITE ST., CATARMAN, NORTHERN SAMAR",(055) 500-9770 / 09186507878 / 09271291126,nsphlab@yahoo.com,nsphlab@yahoo.com,GLENN ANTHONY M. LUZANO,5601894,2,ACCEPTABLE,WMTL-PT-25-08121,,A
15,ZAMBOANGA CITY,9,DOH050927,CHEMPRO ANALYTICAL SERVICES LABORATORIES INC - ZAMBOANGA,"3/F MPO CENTER DON ALFARO ST. TETUAN, ZAMBOANGA CITY, ZAMBOANGA DEL SUR",09183885229 / (062) 990-1167 / 09351232272,chemprozam@gmail.com,chemprozam@gmail.com,RONEL RODRIGUEZ,5633704,0,EXCELLENT,WMTL-PT-25-09122,,E
15,ZAMBOANGA CITY,9,09-01-2426-LW-1,DEPARTMENT OF SCIENCE AND TECHNOLOGY IX REGIONAL STANDARDS AND TESTING LABORATORIES,"PETTIT BARRACKS, ZAMBOANGA CITY, ZAMBOANGA DEL SUR",09178389064 / (062) 991-1024 / 09177224118,rstl@ro9.dost.gov.ph,rstl@ro9.dost.gov.ph,ROSEMARIE S. SALAZAR,5609922,0,EXCELLENT,WMTL-PT-25-09123,,E
15,DIPOLOG CITY,9,09-03-24-CL-2,THE AGAPE HEALTH CARE CENTER,"35 F. HERRERA ST. COR. T. CLAUDIO ST. MIPUTAK, DIPOLOG CITY, ZAMBOANGA DEL NORTE",09776645943 / (065) 212-7055 / (065) 907-9997,agape.health@yahoo.com,agape.health@yahoo.com,CHONILO O. RUIZ,547551,0,EXCELLENT,WMTL-PT-25-09124,,E
15,ZAMBOANGA CITY,9,DOH010425,ZAMBOANGA CITY MEDICAL CENTER,"DR. EVANGELISTA ST, BRGY. STA CATALINA, ZAMBOANGA CITY, ZAMBOANGA DEL SUR",09177153016 / 09979048363 / 062-991-2934,zcmc.wtl@yahoo.com,zcmc.wtl@yahoo.com,AL-ZAMZAM A. ABUBAKAR,5546195,0,EXCELLENT,WMTL-PT-25-09125,,E
15,MALAYBALAY CITY,10,10-001-2426-LW-2,AJ H2O MICRO LAB,"P-5 CASISANG, MALAYBALAY CITY, BUKIDNON",09178378400 / 09174165808,ajmicrolab16@gmail.com,ajmicrolab16@gmail.com,RASHIDA A. GURO,5541961,0,EXCELLENT,WMTL-PT-25-10126,,E
15,CARMEN,10,10-001-2325-LW-1,DEPARTMENT OF HEALTH X REGIONAL WATER LABORATORY,"J.V. SERINA ST., CARMEN, CAGAYAN DE ORO CITY",09163007080 / 09171483298 / 09457123395,waterlab.dohrox@gmail.com,waterlab.dohrox@gmail.com,LOIDA C. MORRE,5551448,1,HIGHLY SATISFACTORY,WMTL-PT-25-10127,,HS
15,CAGAYAN DE ORO CITY,10,10-052-2426-LW-1,DOST X- REGIONAL STANDARDS AND TESTING LABORATORIES - MICROBIOLOGICAL TESTING LABORATORY,"J.V. SERINA ST. CARMEN, CAGAYAN DE ORO CITY, MISAMIS ORIENTAL",09178579209 / 09278571142 / (088) 858-3931 local 23/26 ,rstl@region10.dost.gov.ph,rstl@region10.dost.gov.ph,SHENNA GRACE P. ERAN,5639647,0,EXCELLENT,WMTL-PT-25-10128,,E
15,CAGAYAN DE ORO CITY,10,10-003-2224-LW-2,ENVIRONMENTAL HEALTH SERVICES COOPERATIVE - CAGAYAN DE ORO,"UNIT 1B QUE BLDG CORRALES EXTENSION, CAGAYAN DE ORO CITY, MISAMIS ORIENTAL",09688970823 / (088) 567-2545,cdoenvironmentalhealth@yahoo.com.ph / ehlsclaboratorycdo@gmail.com,cdoenvironmentalhealth@yahoo.com.ph / ehlsclaboratorycdo@gmail.com,JERRY C. ABROGUEÑA,5465507,0,EXCELLENT,WMTL-PT-25-10129,,E
15,CAGAYAN DE ORO CITY,10,10-005-16-LW-2,F.A.S.T LABORATORIES - CAGAYAN DE ORO,"281 2/F TAN-LEH NLDG CM RECTO AVE, LAPASAN, CAGAYAN DE ORO CITY, MISAMIS ORIENTAL",09175626339 / 09176243197 / (088) 852-4846 ,fastlabcdo@gmail.com / lovebethmendoza.fastlab@gmail.com / micro.cdo@gmail.com / amsanchez.fastlab@gmail.com,fastlabcdo@gmail.com / lovebethmendoza.fastlab@gmail.com / micro.cdo@gmail.com / amsanchez.fastlab@gmail.com,MA. LOURDES S. MENDOZA,5634903,1,HIGHLY SATISFACTORY,WMTL-PT-25-10130,,HS
15,CAGAYAN DE ORO CITY,10,DOH051324,GRT LABORATORY WATER TESTING SERVICES,"ZONE 1, UPPER BALULANG, CAGAYAN DE ORO CITY, MISAMIS ORIENTAL",09664964238 / 09178371542 ,grtlaboratory@gmail.com,grtlaboratory@gmail.com,GERARD L. LAMAYRA,5615317,0,EXCELLENT,WMTL-PT-25-10131,,E
15,TUBOD,10,10-051-2426-LW-1,LANAO DEL NORTE WATER TESTING LABORATORY,"GOVERNOR ARSENIO A. QUIBRANZA PROVINCIAL GOVERNMENT CENTER, PIGCARANGAN, TUBOD, LANAO DEL NORTE",09676649231 / 09976088397 / 09173046334 / (063) 229 8923 / 09177773185,pho_lanaodelnorte@yahoo.com,pho_lanaodelnorte@yahoo.com,NEAL C. RANA,5589519,0,EXCELLENT,WMTL-PT-25-10132,,E
15,MARAMAG,10,10-003-2325-LW-1,MICROBIOLOGY RESEARCH LABORATORY,"COLLEGE OF VETERINARY MEDICINE, CENTRAL MINDANAO UNIVERSITY, MUSUAN, MARAMAG, BUKIDNON",09276203898 / 09171232487,cvm.mrl@cmu.edu.ph / luzsimborio@yahoo,cvm.mrl@cmu.edu.ph / luzsimborio@yahoo,LUZVIMINDA T. SIMBORIO,5609925,1,ACCEPTABLE,WMTL-PT-25-10133,,A
15,OROQUIETA CITY,10,10-0020-25-H2-I,MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL - WATER TESTING LABORATORY,"INDEPENDENCE ST., LOWER LANGCANGAN, OROQUIETA CITY, MISAMIS OCCIDENTAL",09171562642 / (088)531-2244-2246 / 09189206493 ,mophlaboratory2017@yahoo.com / mophbloodbank@gmail.com,mophlaboratory2017@yahoo.com / mophbloodbank@gmail.com,HAROLD L. TEE,5607672,0,EXCELLENT,WMTL-PT-25-10134,,E
15,OZAMIZ CITY,10,10-0011-25-H2-2,MISAMIS UNIVERSITY MEDICAL CENTER,"BRGY. BAGAKAY, OZAMIZ CITY, MISAMIS OCCIDENTAL",09485860116 / (088) 521-2411 loc. 102,mumclaboratory@gmail.com,mumclaboratory@gmail.com,HAROLD L. TEE,5550657,1,ACCEPTABLE,WMTL-PT-25-10135,,A
15,CAGAYAN DE ORO CITY,10,10-001-2325-LW-2,"OSTREA MINERAL LABORATORIES, INC - CDO","205 TRES MONTANAS BUSINESS COMPLEX, JR BORJA EXT., GUSA, CAGAYAN DE ORO CITY, MISAMIS ORIENTAL",09264011011 / (088) 880-9070 / 09625127372,ryanposas.rp@gmail.com / komlbacte@gmail.com,ryanposas.rp@gmail.com / komlbacte@gmail.com,KISHA MARIE T. HALLAZGO,5540771,0,EXCELLENT,WMTL-PT-25-10136,,E
15,VALENCIA CITY,10,10-001-2325-LW-1,VALENCIA CITY WATER DISTRICT WATER TESTING LABORATORY,"PUROK 17, POBLACION, VALENCIA CITY, BUKIDNON",09270210645 / 091906558234 / (088)828-2057,ogmsec@vcwd.gov.ph / laboratory@vcwd.gov.ph,ogmsec@vcwd.gov.ph / laboratory@vcwd.gov.ph,RACHEL PRANTILLA-ALEGATA,5559681,0,EXCELLENT,WMTL-PT-25-10137,,E
15,DAVAO CITY,11,11-05-2426-LW-1,AQUA 8 TESTING LAB INC,"GROUND FLOOR AND T YAP BLDG JP LAUREL AVE, DAVAO CITY, DAVAO DEL SUR",09190734493 / (082) 238-5683 / 09173084545,aqua8davao2018@gmail.com,aqua8davao2018@gmail.com,"EDMUNDO J. VISITACION, JR",5590143,0,EXCELLENT,WMTL-PT-25-11138,,E
